pathway	external_id	source	pvalue	fdr
27	Splicing factor NOVA regulated synaptic proteins	WP4148	Wikipathways	5.96648148509495e-09	1.01430185246614e-06
28	Beta-catenin independent WNT signaling	R-HSA-3858494	Reactome	7.82990230103825e-09	1.28354469863448e-06
29	Membrane Trafficking	R-HSA-199991	Reactome	8.79025720316171e-09	1.35241457957969e-06
30	L1CAM interactions	R-HSA-373760	Reactome	8.83931097764505e-09	1.35241457957969e-06
31	Potassium Channels	R-HSA-1296071	Reactome	1.10006498727118e-08	1.62880590050798e-06
32	Brain-Derived Neurotrophic Factor (BDNF) signaling pathway	WP2380	Wikipathways	1.55651464848827e-08	2.23262569892537e-06
33	Post NMDA receptor activation events	R-HSA-438064	Reactome	1.64870705425812e-08	2.29320163001357e-06
34	Developmental Biology	R-HSA-1266738	Reactome	3.49375206864713e-08	4.71656529267362e-06
35	Nicotine addiction	path:hsa05033	KEGG	3.9365503798449e-08	5.16250464099659e-06
36	Aldosterone synthesis and secretion	path:hsa04925	KEGG	5.43076151753771e-08	6.73707982851299e-06
37	Circadian entrainment	path:hsa04713	KEGG	5.43076151753771e-08	6.73707982851299e-06
38	cAMP signaling pathway	path:hsa04024	KEGG	5.67255965593247e-08	6.85185495282369e-06
39	Common Pathways Underlying Drug Addiction	WP2636	Wikipathways	9.09850537466871e-08	1.07070058837294e-05
40	Amphetamine addiction	path:hsa05031	KEGG	9.33072408168137e-08	1.07070058837294e-05
41	Sphingolipid signaling pathway	path:hsa04071	KEGG	1.12093855269259e-07	1.2549043797217e-05
42	Antiarrhythmic Pathway, Pharmacodynamics	PA2033	PharmGKB	1.59731562904037e-07	1.74563779459412e-05
43	EGF-EGFR Signaling Pathway	WP437	Wikipathways	1.92614873795357e-07	2.0560517923737e-05
44	MAPK signaling pathway	path:hsa04010	KEGG	2.09573398717381e-07	2.13943899452531e-05
45	MAPK Signaling Pathway	WP382	Wikipathways	2.09748921031893e-07	2.13943899452531e-05
46	ErbB Signaling Pathway	WP673	Wikipathways	2.60789600893078e-07	2.60222666978093e-05
47	Vesicle-mediated transport	R-HSA-5653656	Reactome	3.07245185837028e-07	3.00054341062119e-05
48	Serotonergic synapse	path:hsa04726	KEGG	3.27153288756987e-07	3.12840332373869e-05
49	Human papillomavirus infection	path:hsa05165	KEGG	3.84661114369992e-07	3.60325411215972e-05
50	Opioid Signalling	R-HSA-111885	Reactome	5.08218754960659e-07	4.60893081502824e-05
51	Vibrio cholerae infection	path:hsa05110	KEGG	5.12103423892026e-07	4.60893081502824e-05
52	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	Reactome	6.754859541913e-07	5.5171485688677e-05
53	HIV-1 Nef: Negative effector of Fas and TNF-alpha	hivnefpathway	PID	6.84956049279443e-07	5.5171485688677e-05
54	EGFR Inhibitor Pathway, Pharmacodynamics	PA162356267	PharmGKB	7.10270943469554e-07	5.5171485688677e-05
55	Dopamine Neurotransmitter Release Cycle	R-HSA-212676	Reactome	7.74828936128516e-07	5.5171485688677e-05
56	Transferrin endocytosis and recycling	R-HSA-917977	Reactome	8.0147802278933e-07	5.5171485688677e-05
57	CREB phosphorylation through the activation of Ras	R-HSA-442742	Reactome	8.51684141974047e-07	5.5171485688677e-05
58	Pathways in cancer	path:hsa05200	KEGG	9.18515606504812e-07	5.5171485688677e-05
59	Retrograde endocannabinoid signaling	path:hsa04723	KEGG	9.2479097437001e-07	5.5171485688677e-05
60	IL-7 signaling	None	INOH	9.47657456680195e-07	5.5171485688677e-05
61	ErbB signaling pathway	path:hsa04012	KEGG	9.94261226244656e-07	5.5171485688677e-05
62	VEGF	None	INOH	9.99845987654813e-07	5.5171485688677e-05
63	Regulation of Actin Cytoskeleton	WP51	Wikipathways	1.00487972515672e-06	5.5171485688677e-05
64	Role of Calcineurin-dependent NFAT signaling in lymphocytes	nfat_3pathway	PID	1.16780935119507e-06	5.5171485688677e-05
65	EPO signaling	None	INOH	1.24048377386346e-06	5.5171485688677e-05
66	Wnt Signaling	WP428	Wikipathways	1.24537332859339e-06	5.5171485688677e-05
67	Disopyramide Action Pathway	SMP00325	SMPDB	1.3387231383032e-06	5.5171485688677e-05
68	Procainamide (Antiarrhythmic) Action Pathway	SMP00324	SMPDB	1.3387231383032e-06	5.5171485688677e-05
69	Fosphenytoin (Antiarrhythmic) Action Pathway	SMP00326	SMPDB	1.3387231383032e-06	5.5171485688677e-05
70	Bopindolol Action Pathway	SMP00657	SMPDB	1.3387231383032e-06	5.5171485688677e-05
71	Timolol Action Pathway	SMP00659	SMPDB	1.3387231383032e-06	5.5171485688677e-05
72	Carteolol Action Pathway	SMP00658	SMPDB	1.3387231383032e-06	5.5171485688677e-05
73	Bevantolol Action Pathway	SMP00668	SMPDB	1.3387231383032e-06	5.5171485688677e-05
74	Practolol Action Pathway	SMP00669	SMPDB	1.3387231383032e-06	5.5171485688677e-05
75	Dobutamine Action Pathway	SMP00662	SMPDB	1.3387231383032e-06	5.5171485688677e-05
76	Isoprenaline Action Pathway	SMP00663	SMPDB	1.3387231383032e-06	5.5171485688677e-05
77	Arbutamine Action Pathway	SMP00664	SMPDB	1.3387231383032e-06	5.5171485688677e-05
78	Amiodarone Action Pathway	SMP00665	SMPDB	1.3387231383032e-06	5.5171485688677e-05
79	Levobunolol Action Pathway	SMP00666	SMPDB	1.3387231383032e-06	5.5171485688677e-05
80	Metipranolol Action Pathway	SMP00667	SMPDB	1.3387231383032e-06	5.5171485688677e-05
81	Mexiletine Action Pathway	SMP00329	SMPDB	1.3387231383032e-06	5.5171485688677e-05
82	Quinidine Action Pathway	SMP00323	SMPDB	1.3387231383032e-06	5.5171485688677e-05
83	Sotalol Action Pathway	SMP00660	SMPDB	1.3387231383032e-06	5.5171485688677e-05
84	Epinephrine Action Pathway	SMP00661	SMPDB	1.3387231383032e-06	5.5171485688677e-05
85	Betaxolol Action Pathway	SMP00299	SMPDB	1.3387231383032e-06	5.5171485688677e-05
86	Atenolol Action Pathway	SMP00298	SMPDB	1.3387231383032e-06	5.5171485688677e-05
87	Alprenolol Action Pathway	SMP00297	SMPDB	1.3387231383032e-06	5.5171485688677e-05
88	Acebutolol Action Pathway	SMP00296	SMPDB	1.3387231383032e-06	5.5171485688677e-05
89	Muscle/Heart Contraction	SMP00588	SMPDB	1.3387231383032e-06	5.5171485688677e-05
90	Diltiazem Action Pathway	SMP00359	SMPDB	1.3387231383032e-06	5.5171485688677e-05
91	Propranolol Action Pathway	SMP00307	SMPDB	1.3387231383032e-06	5.5171485688677e-05
92	Pindolol Action Pathway	SMP00306	SMPDB	1.3387231383032e-06	5.5171485688677e-05
93	Penbutolol Action Pathway	SMP00305	SMPDB	1.3387231383032e-06	5.5171485688677e-05
94	Oxprenolol Action Pathway	SMP00304	SMPDB	1.3387231383032e-06	5.5171485688677e-05
95	Metoprolol Action Pathway	SMP00302	SMPDB	1.3387231383032e-06	5.5171485688677e-05
96	Esmolol Action Pathway	SMP00301	SMPDB	1.3387231383032e-06	5.5171485688677e-05
97	Bisoprolol Action Pathway	SMP00300	SMPDB	1.3387231383032e-06	5.5171485688677e-05
98	Bupranolol Action Pathway	SMP00670	SMPDB	1.3387231383032e-06	5.5171485688677e-05
99	Nebivolol Action Pathway	SMP00366	SMPDB	1.3387231383032e-06	5.5171485688677e-05
100	Amlodipine Action Pathway	SMP00376	SMPDB	1.3387231383032e-06	5.5171485688677e-05
101	Verapamil Action Pathway	SMP00375	SMPDB	1.3387231383032e-06	5.5171485688677e-05
102	Nitrendipine Action Pathway	SMP00382	SMPDB	1.3387231383032e-06	5.5171485688677e-05
103	Nisoldipine Action Pathway	SMP00381	SMPDB	1.3387231383032e-06	5.5171485688677e-05
104	Nimodipine Action Pathway	SMP00380	SMPDB	1.3387231383032e-06	5.5171485688677e-05
105	Ibutilide Action Pathway	SMP00332	SMPDB	1.3387231383032e-06	5.5171485688677e-05
106	Tocainide Action Pathway	SMP00330	SMPDB	1.3387231383032e-06	5.5171485688677e-05
107	Flecainide Action Pathway	SMP00331	SMPDB	1.3387231383032e-06	5.5171485688677e-05
108	Isradipine Action Pathway	SMP00378	SMPDB	1.3387231383032e-06	5.5171485688677e-05
109	Nifedipine Action Pathway	SMP00379	SMPDB	1.3387231383032e-06	5.5171485688677e-05
110	Felodipine Action Pathway	SMP00377	SMPDB	1.3387231383032e-06	5.5171485688677e-05
111	Nadolol Action Pathway	SMP00303	SMPDB	1.3387231383032e-06	5.5171485688677e-05
112	cGMP-PKG signaling pathway	path:hsa04022	KEGG	1.34844822977918e-06	5.5171485688677e-05
113	Oxytocin signaling pathway	path:hsa04921	KEGG	1.3582522620524e-06	5.5171485688677e-05
114	N-cadherin signaling events	ncadherinpathway	PID	1.50940303339663e-06	6.07733326604433e-05
115	Serotonin Neurotransmitter Release Cycle	R-HSA-181429	Reactome	1.61471370179091e-06	6.44481381845242e-05
116	Ion homeostasis	R-HSA-5578775	Reactome	1.73588472383019e-06	6.86871627791429e-05
117	Nalbuphine Action Pathway	SMP00691	SMPDB	2.05660361836404e-06	8.06821419512047e-05
118	Wnt signaling pathway	path:hsa04310	KEGG	2.11796849681466e-06	8.23853847489771e-05
119	Presynaptic depolarization and calcium channel opening	R-HSA-112308	Reactome	2.18087999316433e-06	8.41196568791956e-05
120	Carvedilol Action Pathway	SMP00367	SMPDB	2.25049694774676e-06	8.53700908277489e-05
121	Labetalol Action Pathway	SMP00368	SMPDB	2.25049694774676e-06	8.53700908277489e-05
122	Fas	None	INOH	2.2851465440667e-06	8.59739560431652e-05
123	Disease	R-HSA-1643685	Reactome	2.52604532560858e-06	9.42646182483202e-05
124	Insulin Signaling	WP481	Wikipathways	2.77488662637083e-06	0.00010271556141163
125	Neurotoxicity of clostridium toxins	R-HSA-168799	Reactome	2.90096447875143e-06	0.000106523415659753
126	Gap junction	path:hsa04540	KEGG	3.45087430526492e-06	0.000125710421120365
127	TCR	Pathway_TCR	NetPath	3.68273745798122e-06	0.000132950543207452
128	Lidocaine (Antiarrhythmic) Action Pathway	SMP00328	SMPDB	3.70755327463047e-06	0.000132950543207452
129	RAC1-PAK1-p38-MMP2 Pathway	WP3303	Wikipathways	3.83710602832125e-06	0.000135061138060923
130	Proteoglycans in cancer	path:hsa05205	KEGG	4.03357944858401e-06	0.000135061138060923
131	Hippo signaling pathway	path:hsa04390	KEGG	4.04184666095144e-06	0.000135061138060923
132	Phosphatidylinositol signaling system	path:hsa04070	KEGG	4.30929825298316e-06	0.000135061138060923
133	Signaling by ROBO receptors	R-HSA-376176	Reactome	4.79555822261689e-06	0.000135061138060923
134	Trafficking of GluR2-containing AMPA receptors	R-HSA-416993	Reactome	4.84751093665156e-06	0.000135061138060923
135	Unblocking of NMDA receptor, glutamate binding and activation	R-HSA-438066	Reactome	4.84751093665156e-06	0.000135061138060923
136	Levomethadyl Acetate Action Action Pathway	SMP00677	SMPDB	5.20823996444082e-06	0.000135061138060923
137	Naloxone Action Pathway	SMP00688	SMPDB	5.20823996444082e-06	0.000135061138060923
138	Escitalopram Action Pathway	SMP00425	SMPDB	5.20823996444082e-06	0.000135061138060923
139	Levallorphan Action Pathway	SMP00683	SMPDB	5.20823996444082e-06	0.000135061138060923
140	Dimethylthiambutene Action Pathway	SMP00680	SMPDB	5.20823996444082e-06	0.000135061138060923
141	Ethylmorphine Action Pathway	SMP00681	SMPDB	5.20823996444082e-06	0.000135061138060923
142	Pentazocine Action Pathway	SMP00686	SMPDB	5.20823996444082e-06	0.000135061138060923
143	Naltrexone Action Pathway	SMP00687	SMPDB	5.20823996444082e-06	0.000135061138060923
144	Buprenorphine Action Pathway	SMP00684	SMPDB	5.20823996444082e-06	0.000135061138060923
145	Alvimopan Action Pathway	SMP00685	SMPDB	5.20823996444082e-06	0.000135061138060923
146	Dihydromorphine Action Pathway	SMP00689	SMPDB	5.20823996444082e-06	0.000135061138060923
147	Ketobemidone  Action Pathway	SMP00690	SMPDB	5.20823996444082e-06	0.000135061138060923
148	Mepivacaine Action Pathway	SMP00399	SMPDB	5.20823996444082e-06	0.000135061138060923
149	Chloroprocaine Action Pathway	SMP00394	SMPDB	5.20823996444082e-06	0.000135061138060923
150	Cocaine Action Pathway	SMP00395	SMPDB	5.20823996444082e-06	0.000135061138060923
151	Dibucaine Action Pathway	SMP00396	SMPDB	5.20823996444082e-06	0.000135061138060923
152	Levobupivacaine Action Pathway	SMP00397	SMPDB	5.20823996444082e-06	0.000135061138060923
153	Benzocaine Action Pathway	SMP00392	SMPDB	5.20823996444082e-06	0.000135061138060923
154	Bupivacaine Action Pathway	SMP00393	SMPDB	5.20823996444082e-06	0.000135061138060923
155	Levorphanol Action Pathway	SMP00673	SMPDB	5.20823996444082e-06	0.000135061138060923
156	Propoxyphene Action Pathway	SMP00672	SMPDB	5.20823996444082e-06	0.000135061138060923
157	Tramadol Action Action Pathway	SMP00671	SMPDB	5.20823996444082e-06	0.000135061138060923
158	Diphenoxylate Action Pathway	SMP00675	SMPDB	5.20823996444082e-06	0.000135061138060923
159	Anileridine Action Pathway	SMP00674	SMPDB	5.20823996444082e-06	0.000135061138060923
160	Oxycodone Action Pathway	SMP00409	SMPDB	5.20823996444082e-06	0.000135061138060923
161	Oxybuprocaine Action Pathway	SMP00400	SMPDB	5.20823996444082e-06	0.000135061138060923
162	Prilocaine Action Pathway	SMP00401	SMPDB	5.20823996444082e-06	0.000135061138060923
163	Procaine Action Pathway	SMP00402	SMPDB	5.20823996444082e-06	0.000135061138060923
164	Proparacaine Action Pathway	SMP00403	SMPDB	5.20823996444082e-06	0.000135061138060923
165	Ropivacaine Action Pathway	SMP00404	SMPDB	5.20823996444082e-06	0.000135061138060923
166	Alfentanil Action Pathway	SMP00413	SMPDB	5.20823996444082e-06	0.000135061138060923
167	Oxymorphone Action Pathway	SMP00412	SMPDB	5.20823996444082e-06	0.000135061138060923
168	Hydrocodone Action Pathway	SMP00411	SMPDB	5.20823996444082e-06	0.000135061138060923
169	Hydromorphone Action Pathway	SMP00410	SMPDB	5.20823996444082e-06	0.000135061138060923
170	Sufentanil Action Pathway	SMP00417	SMPDB	5.20823996444082e-06	0.000135061138060923
171	Remifentanil Action Pathway	SMP00416	SMPDB	5.20823996444082e-06	0.000135061138060923
172	Fentanyl Action Pathway	SMP00415	SMPDB	5.20823996444082e-06	0.000135061138060923
173	Carfentanil Action Pathway	SMP00414	SMPDB	5.20823996444082e-06	0.000135061138060923
174	3-Methylthiofentanyl Action Pathway	SMP00679	SMPDB	5.20823996444082e-06	0.000135061138060923
175	Methadyl Acetate Action Pathway	SMP00678	SMPDB	5.20823996444082e-06	0.000135061138060923
176	Dezocine Action Pathway	SMP00676	SMPDB	5.20823996444082e-06	0.000135061138060923
177	Interaction between L1 and Ankyrins	R-HSA-445095	Reactome	5.20823996444082e-06	0.000135061138060923
178	TNFalpha	Pathway_TNFalpha	NetPath	5.29276169802293e-06	0.000136481888729917
179	Corticotropin-releasing hormone signaling pathway	WP2355	Wikipathways	5.92921627950325e-06	0.000151195015127333
180	G Protein Signaling Pathways	WP35	Wikipathways	5.92921627950325e-06	0.000151195015127333
181	Arrhythmogenic Right Ventricular Cardiomyopathy	WP2118	Wikipathways	5.96586434461486e-06	0.000151289046087195
182	Myometrial Relaxation and Contraction Pathways	WP289	Wikipathways	7.02224032485534e-06	0.00017709935764333
183	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	path:hsa05412	KEGG	7.49055169233315e-06	0.000187877771955241
184	ErbB1 downstream signaling	erbb1_downstream_pathway	PID	7.81046481181847e-06	0.000194837138512211
185	VEGFA-VEGFR2 Signaling Pathway	WP3888	Wikipathways	8.12431948854605e-06	0.000201570953796899
186	Intracellular signaling by second messengers	R-HSA-9006925	Reactome	8.4510086802886e-06	0.000208549085174864
187	Regulation of insulin secretion	R-HSA-422356	Reactome	9.40528586468637e-06	0.000230857016678665
188	hiv-1 nef: negative effector of fas and tnf	hivnefpathway	BioCarta	1.09996025911566e-05	0.000267133205785231
189	Ca2+ pathway	R-HSA-4086398	Reactome	1.09996025911566e-05	0.000267133205785231
190	Desipramine Action Pathway	SMP00423	SMPDB	1.15115126565943e-05	0.0002766379219569
191	Activation of kainate receptors upon glutamate binding	R-HSA-451326	Reactome	1.15115126565943e-05	0.0002766379219569
192	Integration of energy metabolism	R-HSA-163685	Reactome	1.22782587183312e-05	0.000293527122485106
193	Cellular senescence	path:hsa04218	KEGG	1.25117562858279e-05	0.000297559385243264
194	GPCR GroupI metabotropic glutamate receptor	None	INOH	1.30035307026266e-05	0.000307660855283794
195	Neurotransmitter release cycle	R-HSA-112310	Reactome	1.36400348126679e-05	0.00032106543482126
196	Death Receptor Signalling	R-HSA-73887	Reactome	1.41462430262782e-05	0.000331281915768453
197	Insulin receptor recycling	R-HSA-77387	Reactome	1.44362368608303e-05	0.000336356990818329
198	regulation of ck1/cdk5 by type 1 glutamate receptors	ck1pathway	BioCarta	1.56766810324624e-05	0.000359779829695013
199	DARPP-32 events	R-HSA-180024	Reactome	1.56766810324624e-05	0.000359779829695013
200	Glutamate Neurotransmitter Release Cycle	R-HSA-210500	Reactome	1.56766810324624e-05	0.000359779829695013
201	Apoptosis	path:hsa04210	KEGG	1.76056754798741e-05	0.000402040052003094
202	ceramide signaling pathway	ceramidepathway	BioCarta	2.03549989240438e-05	0.000462522005254264
203	CLEC7A (Dectin-1) induces NFAT activation	R-HSA-5607763	Reactome	2.38136474124494e-05	0.000535349805510463
204	Lidocaine (Local Anaesthetic) Action Pathway	SMP00398	SMPDB	2.39099586339095e-05	0.000535349805510463
205	ErbB4 signaling events	erbb4_pathway	PID	2.39099586339095e-05	0.000535349805510463
206	Apoptosis	R-HSA-109581	Reactome	2.63087984818615e-05	0.000586200898212351
207	Inositol phosphate metabolism	R-HSA-1483249	Reactome	2.81958343646086e-05	0.000622398042438211
208	Programmed Cell Death	R-HSA-5357801	Reactome	2.82045300277011e-05	0.000622398042438211
209	Long-term depression	path:hsa04730	KEGG	2.93712903704536e-05	0.000645044128231492
210	Colorectal cancer	path:hsa05210	KEGG	3.07658471428646e-05	0.000672453516122611
211	IL-7	Pathway_IL-7	NetPath	3.19708293605261e-05	0.000692028551884341
212	Synthesis of IP3 and IP4 in the cytosol	R-HSA-1855204	Reactome	3.19708293605261e-05	0.000692028551884341
213	Chromosomal and microsatellite instability in colorectal cancer	WP4216	Wikipathways	3.21787724791152e-05	0.000692028551884341
214	Ras Signaling	WP4223	Wikipathways	3.22645120050651e-05	0.000692028551884341
215	RAF/MAP kinase cascade	R-HSA-5673001	Reactome	3.48737019968527e-05	0.000739098405562783
216	Serotonin and anxiety-related events	WP3944	Wikipathways	3.50059249872282e-05	0.000739098405562783
217	Rett syndrome causing genes	WP4312	Wikipathways	3.5103148673788e-05	0.000739098405562783
218	Ceramide signaling pathway	ceramide_pathway	PID	3.5103148673788e-05	0.000739098405562783
219	RAF activation	R-HSA-5673000	Reactome	3.61977621349048e-05	0.000758665425567182
220	keratinocyte differentiation	keratinocytepathway	BioCarta	3.66884793074892e-05	0.000762674002759719
221	Endometrial cancer	path:hsa05213	KEGG	3.68875007870714e-05	0.000762674002759719
222	Iron uptake and transport	R-HSA-917937	Reactome	3.68875007870714e-05	0.000762674002759719
223	ca-calmodulin-dependent protein kinase activation	cacampathway	BioCarta	3.72155081121436e-05	0.000766005301501073
224	Viral Acute Myocarditis	WP4298	Wikipathways	3.74158469355788e-05	0.000766690792117441
225	CREB phosphorylation through the activation of CaMKII	R-HSA-442729	Reactome	4.2165764573732e-05	0.000860181597304132
226	Non-small cell lung cancer	path:hsa05223	KEGG	4.32710186422782e-05	0.00087252049115529
227	AGE-RAGE pathway	WP2324	Wikipathways	4.32710186422782e-05	0.00087252049115529
228	regulation of pgc-1a	pgc1apathway	BioCarta	4.35221229578195e-05	0.00087252049115529
229	G alpha (12/13) signalling events	R-HSA-416482	Reactome	4.35309787526278e-05	0.00087252049115529
230	Parathyroid hormone synthesis, secretion and action	path:hsa04928	KEGG	4.42483013495658e-05	0.000883042187802204
231	Alzheimer disease	path:hsa05010	KEGG	4.51534271788837e-05	0.000896959387038134
232	Ras activation upon Ca2+ influx through NMDA receptor	R-HSA-442982	Reactome	4.53976446038023e-05	0.000896959387038134
233	Apoptosis Modulation by HSP70	WP384	Wikipathways	4.55319253115219e-05	0.000896959387038134
234	Codeine Action Pathway	SMP00405	SMPDB	4.70097118719689e-05	0.000913097392751684
235	Heroin Action Pathway	SMP00407	SMPDB	4.70097118719689e-05	0.000913097392751684
236	ROS, RNS production in phagocytes	R-HSA-1222556	Reactome	4.70097118719689e-05	0.000913097392751684
237	EPH-Ephrin signaling	R-HSA-2682334	Reactome	4.71468588414268e-05	0.000913097392751684
238	MAPK family signaling cascades	R-HSA-5683057	Reactome	4.82444563050714e-05	0.000928427775625077
239	Diseases of signal transduction	R-HSA-5663202	Reactome	4.86171581591568e-05	0.000928427775625077
240	Phenytoin (Antiarrhythmic) Action Pathway	SMP00327	SMPDB	4.87475150164801e-05	0.000928427775625077
241	insulin Mam	None	INOH	4.87475150164801e-05	0.000928427775625077
242	Regulation of actin cytoskeleton	path:hsa04810	KEGG	5.6120647021422e-05	0.00106443706540631
243	Cardiac Hypertrophic Response	WP2795	Wikipathways	5.81863828317507e-05	0.00109907612015529
244	GABAergic synapse	path:hsa04727	KEGG	6.09548345002835e-05	0.00114665037031271
245	MAPK1/MAPK3 signaling	R-HSA-5684996	Reactome	6.62582443752854e-05	0.00124132792523494
246	Morphine addiction	path:hsa05032	KEGG	6.72862771116718e-05	0.00125546346318119
247	Gastric acid secretion	path:hsa04971	KEGG	6.818016647857e-05	0.0012669917576382
248	Signaling events mediated by focal adhesion kinase	fak_pathway	PID	6.87030669839578e-05	0.00127010810825184
249	COPI-mediated anterograde transport	R-HSA-6807878	Reactome	6.89012895326159e-05	0.00127010810825184
250	Energy Metabolism	WP1541	Wikipathways	7.18493831397724e-05	0.00131915467444622
251	p75(NTR)-mediated signaling	p75ntrpathway	PID	7.49162890262178e-05	0.00136998313398542
252	Neurotrophin signaling pathway	path:hsa04722	KEGG	7.67585839089556e-05	0.00139810277834169
253	Activation of Ca-permeable Kainate Receptor	R-HSA-451308	Reactome	7.78058679852714e-05	0.00140601942540313
254	Ionotropic activity of kainate receptors	R-HSA-451306	Reactome	7.78058679852714e-05	0.00140601942540313
255	Pancreatic adenocarcinoma pathway	WP4263	Wikipathways	8.44984769660384e-05	0.00151503128622702
256	Signaling by NTRKs	R-HSA-166520	Reactome	8.44984769660384e-05	0.00151503128622702
257	Hepatocellular carcinoma	path:hsa05225	KEGG	8.49253788776446e-05	0.00151676065777583
258	Imipramine Action Pathway	SMP00422	SMPDB	8.80169625610841e-05	0.0015598372901752
259	bioactive peptide induced signaling pathway	biopeptidespathway	BioCarta	8.80169625610841e-05	0.0015598372901752
260	GABA receptor Signaling	WP4159	Wikipathways	8.9241750656198e-05	0.00157546013658442
261	Epithelial cell signaling in Helicobacter pylori infection	path:hsa05120	KEGG	9.44752914768659e-05	0.00165512056442296
262	Non-genomic actions of 1,25 dihydroxyvitamin D3	WP4341	Wikipathways	9.44752914768659e-05	0.00165512056442296
263	Cushing syndrome	path:hsa04934	KEGG	9.49167379468176e-05	0.00165653166226575
264	Endometrial cancer	WP4155	Wikipathways	0.000102451488323397	0.00178125883107724
265	Intracellular Signalling Through Adenosine Receptor A2b and Adenosine	SMP00321	SMPDB	0.000103458244807199	0.00179197488175488
266	Apoptosis	WP254	Wikipathways	0.000106122046421705	0.00183120373336701
267	Caspase-mediated cleavage of cytoskeletal proteins	R-HSA-264870	Reactome	0.000106727449898056	0.00183475279038232
268	Glioma	path:hsa05214	KEGG	0.000108333390788647	0.00185541143179063
269	Intrinsic Pathway for Apoptosis	R-HSA-109606	Reactome	0.00011224241936011	0.00190693076318341
270	fas signaling pathway (cd95)	faspathway	BioCarta	0.000112587851159631	0.00190693076318341
271	Signaling by Hippo	R-HSA-2028269	Reactome	0.000112587851159631	0.00190693076318341
272	Integrin-mediated Cell Adhesion	WP185	Wikipathways	0.000116542839812354	0.00195945653750441
273	Wnt Signaling Pathway and Pluripotency	WP399	Wikipathways	0.000116542839812354	0.00195945653750441
274	Non-small cell lung cancer	WP4255	Wikipathways	0.000119176861786327	0.00199642991094613
275	apoptotic signaling in response to dna damage	chemicalpathway	BioCarta	0.000121772339531535	0.00203249104890817
276	Rap1 signalling	R-HSA-392517	Reactome	0.000125496901719926	0.00208706803947268
277	Citalopram Action Pathway	SMP00424	SMPDB	0.000127875914982409	0.00210376505293641
278	Methadone Action Pathway	SMP00408	SMPDB	0.000127875914982409	0.00210376505293641
279	Glycogen Synthesis and Degradation	WP500	Wikipathways	0.000127875914982409	0.00210376505293641
280	Calcineurin activates NFAT	R-HSA-2025928	Reactome	0.000133255529046708	0.00217723483008416
281	Insulin secretion	path:hsa04911	KEGG	0.000133290411166372	0.00217723483008416
282	Hepatitis B	path:hsa05161	KEGG	0.000135826959251733	0.0022108005069697
283	mTOR signaling pathway	path:hsa04150	KEGG	0.000142997927777242	0.00231745552307794
