pathway	external_id	source	pvalue	fdr
48	Proteoglycan syndecan-mediated signaling events	syndecan_pathway	PID	0.00185991964986679	0.170740623857771
49	Neurotransmitter uptake and metabolism In glial cells	R-HSA-112313	Reactome	0.00185991964986679	0.170740623857771
50	lysine degradation I (saccharopine pathway)	LYSINE-DEG1-PWY	HumanCyc	0.00185991964986679	0.170740623857771
51	beta-Alanine metabolism	path:hsa00410	KEGG	0.00213347849941822	0.188320506006339
52	Statin Pathway	WP430	Wikipathways	0.00213347849941822	0.188320506006339
53	Phytochemical activity on NRF2 transcriptional activation	WP3	Wikipathways	0.00218109445693358	0.188891010515569
54	Ion homeostasis	R-HSA-5578775	Reactome	0.00228130265490474	0.193561327658861
55	Visual phototransduction	R-HSA-2187338	Reactome	0.00231936231399507	0.193561327658861
56	Propanoate metabolism	path:hsa00640	KEGG	0.00240453790453961	0.193628578628716
57	Glyoxylate metabolism and glycine degradation	R-HSA-389661	Reactome	0.00240453790453961	0.193628578628716
58	Ion transport by P-type ATPases	R-HSA-936837	Reactome	0.00292451863594359	0.231440354120364
59	Amino acid synthesis and interconversion (transamination)	R-HSA-70614	Reactome	0.00335805307946248	0.261245146351403
60	Axon guidance	path:hsa04360	KEGG	0.00419913426424824	0.32123377121499
61	Transport of bile salts and organic acids, metal ions and amine compounds	R-HSA-425366	Reactome	0.00435043257387646	0.327352221542508
62	Mitochondrial Fatty Acid Beta-Oxidation	R-HSA-77289	Reactome	0.00454089443359703	0.330850243869867
63	lysine degradation II (pipecolate pathway)	PWY66-425	HumanCyc	0.00454108177860602	0.330850243869867
64	Salivary secretion	path:hsa04970	KEGG	0.0054328764153993	0.374620059645017
65	Tryptophan metabolism	path:hsa00380	KEGG	0.00546831023882705	0.374620059645017
66	Ferroptosis	path:hsa04216	KEGG	0.00546831023882705	0.374620059645017
67	Ferroptosis	WP4313	Wikipathways	0.00546831023882705	0.374620059645017
68	Fatty Acid Biosynthesis	WP357	Wikipathways	0.00673356310242929	0.444061643129363
69	Lysine degradation	None	INOH	0.00673356310242929	0.444061643129363
70	miR-targeted genes in lymphocytes - TarBase	WP2004	Wikipathways	0.00678043888657773	0.444061643129363
71	Amine ligand-binding receptors	R-HSA-375280	Reactome	0.00708384876739852	0.444061643129363
72	Glycolysis / Gluconeogenesis	path:hsa00010	KEGG	0.00727266975999264	0.444061643129363
73	Histidine metabolism	path:hsa00340	KEGG	0.00764289102553805	0.444061643129363
74	Proximal tubule bicarbonate reclamation	path:hsa04964	KEGG	0.00764289102553805	0.444061643129363
75	NRF2-ARE regulation	WP4357	Wikipathways	0.00764289102553805	0.444061643129363
76	ccr3 signaling in eosinophils	ccr3pathway	BioCarta	0.00764289102553805	0.444061643129363
77	Histidine degradation	None	INOH	0.00764289102553805	0.444061643129363
78	Butanoate metabolism	Butanoate metabolism	EHMN	0.00764289102553805	0.444061643129363
79	Di-unsaturated fatty acid beta-oxidation	Di-unsaturated fatty acid beta-oxidation	EHMN	0.00764289102553805	0.444061643129363
80	Phase I biotransformations, non P450	WP136	Wikipathways	0.00827906420865859	0.460066166238649
81	HuR (ELAVL1) binds and stabilizes mRNA	R-HSA-450520	Reactome	0.00827906420865859	0.460066166238649
82	GABA shunt	GLUDEG-I-PWY	HumanCyc	0.00827906420865859	0.460066166238649
83	Retinoid metabolism and transport	R-HSA-975634	Reactome	0.00831927925878167	0.460066166238649
84	Proton Pump Inhibitor Pathway, Pharmacodynamics	PA152530845	PharmGKB	0.00898664229506387	0.491055811123133
85	Statin Pathway, Pharmacodynamics	PA2031	PharmGKB	0.00966968285784077	0.51609121299406
86	Disulfiram Action Pathway	SMP00429	SMPDB	0.00966968285784077	0.51609121299406
87	Stimuli-sensing channels	R-HSA-2672351	Reactome	0.00985841602304569	0.520116431560686
88	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	R-HSA-6788656	Reactome	0.0104239723342228	0.536518600268495
89	Synthesis of 5-eicosatetraenoic acids	R-HSA-2142688	Reactome	0.0105199725542842	0.536518600268495
90	Adrenoceptors	R-HSA-390696	Reactome	0.0105199725542842	0.536518600268495
91	Syndecan-3-mediated signaling events	syndecan_3_pathway	PID	0.0107891733796451	0.538285932745336
92	Metal ion SLC transporters	R-HSA-425410	Reactome	0.0107891733796451	0.538285932745336
93	Metabolism of fat-soluble vitamins	R-HSA-6806667	Reactome	0.0111951898549454	0.550699287448635
94	Urea cycle and metabolism of arginine, proline, glutamate, aspartate and asparagine	Urea cycle and metabolism of arginine, proline, glutamate, aspartate and asparagine	EHMN	0.0112779374771616	0.550699287448635
95	Chondroitin sulfate/dermatan sulfate metabolism	R-HSA-1793185	Reactome	0.0120022348569445	0.579897452561843
96	G alpha (i) signalling events	R-HSA-418594	Reactome	0.0124954189534316	0.596532016284259
97	Tyrosine metabolism	Tyrosine metabolism	EHMN	0.0128362593943932	0.596532016284259
98	HDL remodeling	R-HSA-8964058	Reactome	0.0129963402240579	0.596532016284259
99	putrescine degradation III	PWY-0	HumanCyc	0.0129963402240579	0.596532016284259
100	Acetylcholine regulates insulin secretion	R-HSA-399997	Reactome	0.0129963402240579	0.596532016284259
101	Omega-6 fatty acid metabolism	Omega-6 fatty acid metabolism	EHMN	0.0132444897831618	0.601903050541708
102	Amino acid and oligopeptide SLC transporters	R-HSA-425374	Reactome	0.0137260344104787	0.617671548471539
103	G alpha (q) signalling events	R-HSA-416476	Reactome	0.0143570070774447	0.635990115761783
104	Metabolism of lipids	R-HSA-556833	Reactome	0.0144102335597441	0.635990115761783
105	Class A/1 (Rhodopsin-like receptors)	R-HSA-373076	Reactome	0.01555507236804	0.66732113015435
106	Synthesis of PIPs at the late endosome membrane	R-HSA-1660517	Reactome	0.0156991191365908	0.66732113015435
107	Fatty acid elongation	path:hsa00062	KEGG	0.0159924453849626	0.66732113015435
108	Glyoxylate and dicarboxylate metabolism	path:hsa00630	KEGG	0.0159924453849626	0.66732113015435
109	Proteoglycan biosynthesis	Proteoglycan biosynthesis	EHMN	0.0159924453849626	0.66732113015435
110	Amine compound SLC transporters	R-HSA-425428	Reactome	0.0159924453849626	0.66732113015435
111	miR-targeted genes in epithelium - TarBase	WP2002	Wikipathways	0.016586443521005	0.682930583346165
112	HS-GAG biosynthesis	R-HSA-2022928	Reactome	0.0174773346941281	0.682930583346165
113	Molecules associated with elastic fibres	R-HSA-2129379	Reactome	0.0174773346941281	0.682930583346165
114	Calcium Regulation in the Cardiac Cell	WP536	Wikipathways	0.0175086248510301	0.682930583346165
115	BMP2 signaling TGF-beta MV	None	INOH	0.0176266405142764	0.682930583346165
116	FGF signaling pathway	fgf_pathway	PID	0.0176266405142764	0.682930583346165
117	Regulation of TP53 Activity through Association with Co-factors	WP3798	Wikipathways	0.0178543943358475	0.682930583346165
118	t(4;14) translocations of FGFR3	R-HSA-2033515	Reactome	0.0178543943358475	0.682930583346165
119	melatonin degradation II	PWY-6399	HumanCyc	0.0178543943358475	0.682930583346165
120	glutamine biosynthesis	GLNSYN-PWY	HumanCyc	0.0178543943358475	0.682930583346165
121	Calcium signaling pathway	path:hsa04020	KEGG	0.0180476567288014	0.684617722191724
122	Ethanol oxidation	R-HSA-71384	Reactome	0.0186195068296266	0.68922206732247
123	Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	EHMN	0.0186195068296266	0.68922206732247
124	Transport of organic anions	R-HSA-879518	Reactome	0.0186195068296266	0.68922206732247
125	Amino acid transport across the plasma membrane	R-HSA-352230	Reactome	0.0190365895344303	0.699023567704282
126	miR-targeted genes in leukocytes - TarBase	WP2003	Wikipathways	0.0205875401578559	0.747064453590583
127	Tyrosine metabolism	None	INOH	0.0206704108074083	0.747064453590583
128	Vascular smooth muscle contraction	path:hsa04270	KEGG	0.0213449983545104	0.750583740727169
129	sarcosine oncometabolite pathway 	SMP02313	SMPDB	0.0217489406354495	0.750583740727169
130	Phenylalanine and tyrosine catabolism	R-HSA-71182	Reactome	0.0217489406354495	0.750583740727169
131	activation of pkc through g-protein coupled receptors	pkcpathway	BioCarta	0.0217489406354495	0.750583740727169
132	chondroitin sulfate biosynthesis (late stages)	PWY-6567	HumanCyc	0.0217489406354495	0.750583740727169
133	superpathway of melatonin degradation	PWY-6402	HumanCyc	0.0217489406354495	0.750583740727169
134	Monoamine GPCRs	WP58	Wikipathways	0.0223789105268379	0.760882957912487
135	BMP signaling Dro	None	INOH	0.0223789105268379	0.760882957912487
136	VEGF Signaling Pathway	PA2032	PharmGKB	0.0233872150809771	0.783557060012299
137	Arachidonic acid metabolism	R-HSA-2142753	Reactome	0.0233872150809771	0.783557060012299
138	Malonyl-coa decarboxylase deficiency	SMP00502	SMPDB	0.0250790919845663	0.793882980752824
139	Methylmalonic Aciduria Due to Cobalamin-Related Disorders	SMP00201	SMPDB	0.0250790919845663	0.793882980752824
140	Malonic Aciduria	SMP00198	SMPDB	0.0250790919845663	0.793882980752824
141	Propanoate Metabolism	SMP00016	SMPDB	0.0250790919845663	0.793882980752824
142	Osteoblast Signaling	WP322	Wikipathways	0.0250790919845663	0.793882980752824
143	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition	WP3859	Wikipathways	0.0250790919845663	0.793882980752824
144	Synthesis of PE	R-HSA-1483213	Reactome	0.0250790919845663	0.793882980752824
145	LGI-ADAM interactions	R-HSA-5682910	Reactome	0.0250790919845663	0.793882980752824
146	LPA receptor mediated events	lysophospholipid_pathway	PID	0.0259756203779958	0.801554883737261
147	Tyrosine metabolism	path:hsa00350	KEGG	0.0260199733500767	0.801554883737261
148	Citalopram Action Pathway	SMP00424	SMPDB	0.0260199733500767	0.801554883737261
149	Elastic fibre formation	R-HSA-1566948	Reactome	0.0260199733500767	0.801554883737261
150	cGMP-PKG signaling pathway	path:hsa04022	KEGG	0.027045954823322	0.827606217593652
151	Glutaminolysis and Cancer	SMP02298	SMPDB	0.0279523522202987	0.844087478231388
152	Zinc homeostasis	WP3529	Wikipathways	0.0279523522202987	0.844087478231388
153	Tryptophan degradation	None	INOH	0.0301691744119809	0.905075232359426
154	Glycerophospholipid biosynthesis	R-HSA-1483206	Reactome	0.0320162937866129	0.938996169520197
155	Pyruvate metabolism	path:hsa00620	KEGG	0.0320397888517167	0.938996169520197
156	Synthesis of PIPs at the early endosome membrane	R-HSA-1660516	Reactome	0.0323093702243543	0.938996169520197
157	Cell-extracellular matrix interactions	R-HSA-446353	Reactome	0.0323093702243543	0.938996169520197
158	Amphetamine addiction	path:hsa05031	KEGG	0.0331743379614323	0.938996169520197
159	Glycine, serine and threonine metabolism	path:hsa00260	KEGG	0.0341942330635726	0.938996169520197
160	Metabolism of polyamines	R-HSA-351202	Reactome	0.0341942330635726	0.938996169520197
161	proline degradation	PROUT-PWY	HumanCyc	0.03539135889477	0.938996169520197
162	Neurotransmitter Disorders	WP4220	Wikipathways	0.03539135889477	0.938996169520197
163	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	R-HSA-141333	Reactome	0.03539135889477	0.938996169520197
164	&beta;-alanine degradation	BETA-ALA-DEGRADATION-I-PWY	HumanCyc	0.03539135889477	0.938996169520197
165	choline degradation	CHOLINE-BETAINE-ANA-PWY	HumanCyc	0.03539135889477	0.938996169520197
166	NTF4 activates NTRK2 (TRKB) signaling	R-HSA-9026357	Reactome	0.03539135889477	0.938996169520197
167	BDNF activates NTRK2 (TRKB) signaling	R-HSA-9024909	Reactome	0.03539135889477	0.938996169520197
168	NTF3 activates NTRK2 (TRKB) signaling	R-HSA-9025046	Reactome	0.03539135889477	0.938996169520197
169	Enzymatic degradation of Dopamine by monoamine oxidase	R-HSA-379398	Reactome	0.03539135889477	0.938996169520197
170	Metabolism of serotonin	R-HSA-380612	Reactome	0.03539135889477	0.938996169520197
171	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	PWY-5652	HumanCyc	0.03539135889477	0.938996169520197
172	formaldehyde oxidation	PWY-1801	HumanCyc	0.03539135889477	0.938996169520197
173	hypusine biosynthesis	PWY-5905	HumanCyc	0.03539135889477	0.938996169520197
174	Nitrogen metabolism	path:hsa00910	KEGG	0.0361939609426655	0.949315889867626
175	NOTCH1 regulation of human endothelial cell calcification	WP3413	Wikipathways	0.0361939609426655	0.949315889867626
176	TGF-Core	None	Signalink	0.038722562388309	0.957971649036105
177	Clathrin derived vesicle budding	R-HSA-421837	Reactome	0.0396917053285659	0.957971649036105
178	trans-Golgi Network Vesicle Budding	R-HSA-199992	Reactome	0.0396917053285659	0.957971649036105
179	Phospholipid metabolism	R-HSA-1483257	Reactome	0.040173527883257	0.957971649036105
180	Tyrosinemia, transient, of the newborn	SMP00494	SMPDB	0.0402481863225074	0.957971649036105
181	Dopamine beta-hydroxylase deficiency	SMP00498	SMPDB	0.0402481863225074	0.957971649036105
182	Tyrosine Metabolism	SMP00006	SMPDB	0.0402481863225074	0.957971649036105
183	Alkaptonuria	SMP00169	SMPDB	0.0402481863225074	0.957971649036105
184	Monoamine oxidase-a deficiency (MAO-A)	SMP00533	SMPDB	0.0402481863225074	0.957971649036105
185	Hawkinsinuria	SMP00190	SMPDB	0.0402481863225074	0.957971649036105
186	Tyrosinemia Type I	SMP00218	SMPDB	0.0402481863225074	0.957971649036105
187	cGMP effects	R-HSA-418457	Reactome	0.0402481863225074	0.957971649036105
188	superpathway of tryptophan utilization	PWY66-401	HumanCyc	0.0410954659098773	0.957971649036105
189	Thyroid hormone synthesis	path:hsa04918	KEGG	0.043204830291102	0.957971649036105
190	Adrenergic signaling in cardiomyocytes	path:hsa04261	KEGG	0.0444181989836781	0.957971649036105
191	ESR-mediated signaling	WP4432	Wikipathways	0.0444648071448688	0.957971649036105
192	fatty acid &beta;-oxidation	FAO-PWY	HumanCyc	0.0444648071448688	0.957971649036105
193	nitric oxide signaling pathway	nos1pathway	BioCarta	0.0444648071448688	0.957971649036105
194	fatty acid &beta;-oxidation (peroxisome)	PWY66-391	HumanCyc	0.0444648071448688	0.957971649036105
195	Gastric acid secretion	path:hsa04971	KEGG	0.0450250311739874	0.957971649036105
196	Glycolysis Gluconeogenesis	None	INOH	0.0460558904239261	0.957971649036105
197	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	path:hsa00532	KEGG	0.0488367866577737	0.957971649036105
198	Hyperornithinemia with gyrate atrophy (HOGA)	SMP00505	SMPDB	0.0488367866577737	0.957971649036105
199	Creatine deficiency, guanidinoacetate methyltransferase deficiency	SMP00504	SMPDB	0.0488367866577737	0.957971649036105
200	L-arginine:glycine amidinotransferase deficiency	SMP00507	SMPDB	0.0488367866577737	0.957971649036105
201	Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]	SMP00506	SMPDB	0.0488367866577737	0.957971649036105
202	Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)	SMP00188	SMPDB	0.0488367866577737	0.957971649036105
203	Prolinemia Type II	SMP00208	SMPDB	0.0488367866577737	0.957971649036105
204	Prolidase Deficiency (PD)	SMP00207	SMPDB	0.0488367866577737	0.957971649036105
205	Arginine and Proline Metabolism	SMP00020	SMPDB	0.0488367866577737	0.957971649036105
206	Hyperprolinemia Type I	SMP00361	SMPDB	0.0488367866577737	0.957971649036105
207	Hyperprolinemia Type II	SMP00360	SMPDB	0.0488367866577737	0.957971649036105
208	Ornithine Aminotransferase Deficiency (OAT Deficiency)	SMP00363	SMPDB	0.0488367866577737	0.957971649036105
209	Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)	SMP00362	SMPDB	0.0488367866577737	0.957971649036105
210	Activation of gene expression by SREBF (SREBP)	WP2706	Wikipathways	0.0488367866577737	0.957971649036105
211	Chondroitin sulfate biosynthesis	R-HSA-2022870	Reactome	0.0488367866577737	0.957971649036105
212	tgf beta signaling pathway	tgfbpathway	BioCarta	0.0488367866577737	0.957971649036105
213	Signaling by Hippo	R-HSA-2028269	Reactome	0.0488367866577737	0.957971649036105
214	Methionine and cysteine metabolism	Methionine and cysteine metabolism	EHMN	0.0507396498003065	0.957971649036105
215	Endocrine and other factor-regulated calcium reabsorption	path:hsa04961	KEGG	0.0512980799622554	0.957971649036105
216	ion channels and their functional role in vascular endothelium	raccpathway	BioCarta	0.0512980799622554	0.957971649036105
217	glutamate biosynthesis/degradation	GLUTAMATE-SYN2-PWY	HumanCyc	0.0526165132002208	0.957971649036105
218	L-carnitine biosynthesis	PWY-6100	HumanCyc	0.0526165132002208	0.957971649036105
219	Proline catabolism	R-HSA-70688	Reactome	0.0526165132002208	0.957971649036105
220	Interconversion of polyamines	R-HSA-351200	Reactome	0.0526165132002208	0.957971649036105
221	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	R-HSA-77288	Reactome	0.0526165132002208	0.957971649036105
222	Rhesus glycoproteins mediate ammonium transport.	R-HSA-444411	Reactome	0.0526165132002208	0.957971649036105
223	glycine cleavage	GLYCLEAV-PWY	HumanCyc	0.0526165132002208	0.957971649036105
224	glutamate dependent acid resistance	PWY0-1305	HumanCyc	0.0526165132002208	0.957971649036105
225	RHO GTPases regulate CFTR trafficking	R-HSA-5627083	Reactome	0.0526165132002208	0.957971649036105
226	fatty acid &beta;-oxidation (unsaturated, odd number)	PWY-5137	HumanCyc	0.0526165132002208	0.957971649036105
227	Enzymatic degradation of dopamine by COMT	R-HSA-379397	Reactome	0.0526165132002208	0.957971649036105
228	Serotonin clearance from the synaptic cleft	R-HSA-380615	Reactome	0.0526165132002208	0.957971649036105
229	Signaling by plasma membrane FGFR1 fusions	R-HSA-8853336	Reactome	0.0526165132002208	0.957971649036105
230	Potassium transport channels	R-HSA-1296067	Reactome	0.0526165132002208	0.957971649036105
231	acetate conversion to acetyl-CoA	PWY0-1313	HumanCyc	0.0526165132002208	0.957971649036105
232	Neovascularisation processes	WP4331	Wikipathways	0.053357285705461	0.957971649036105
233	HS-GAG degradation	R-HSA-2024096	Reactome	0.053357285705461	0.957971649036105
234	pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	myosinpathway	BioCarta	0.053357285705461	0.957971649036105
235	chondroitin sulfate biosynthesis	PWY-6569	HumanCyc	0.053357285705461	0.957971649036105
236	Mono-unsaturated fatty acid beta-oxidation	Mono-unsaturated fatty acid beta-oxidation	EHMN	0.053357285705461	0.957971649036105
237	BMP Signalling Pathway	PWY66-11	HumanCyc	0.053357285705461	0.957971649036105
238	Glutamatergic synapse	path:hsa04724	KEGG	0.0534478162502074	0.957971649036105
239	TGF-beta super family signaling pathway canonical	None	INOH	0.0551023590392765	0.957971649036105
240	miR-targeted genes in muscle cell - TarBase	WP2005	Wikipathways	0.0554200228357291	0.957971649036105
241	Hippo signaling pathway	path:hsa04390	KEGG	0.0565303504738833	0.957971649036105
242	Thyroid hormone signaling pathway	path:hsa04919	KEGG	0.0567863118021302	0.957971649036105
243	Cocaine addiction	path:hsa05030	KEGG	0.0568161398587808	0.957971649036105
244	NHR	None	Signalink	0.0568161398587808	0.957971649036105
245	Nanoparticle triggered autophagic cell death	WP2509	Wikipathways	0.0580196579657642	0.957971649036105
246	Extracellular vesicles in the crosstalk of cardiac cells	WP4300	Wikipathways	0.0580196579657642	0.957971649036105
247	The canonical retinoid cycle in rods (twilight vision)	R-HSA-2453902	Reactome	0.0580196579657642	0.957971649036105
248	cystic fibrosis transmembrane conductance regulator (cftr) and beta 2 adrenergic receptor (b2ar) pathway	cftrpathway	BioCarta	0.0580196579657642	0.957971649036105
249	Tryptophan metabolism	Tryptophan metabolism	EHMN	0.0580196579657642	0.957971649036105
250	ECM-receptor interaction	path:hsa04512	KEGG	0.0589483036189718	0.957971649036105
251	Cholesterol metabolism	path:hsa04979	KEGG	0.0596766018801746	0.957971649036105
252	Glycosaminoglycan metabolism	R-HSA-1630316	Reactome	0.0620144647727195	0.957971649036105
253	Sympathetic Nerve Pathway (Neuroeffector Junction)	PA2042	PharmGKB	0.0628174452934048	0.957971649036105
254	Branched-chain amino acid catabolism	R-HSA-70895	Reactome	0.0628174452934048	0.957971649036105
255	Laminin interactions	R-HSA-3000157	Reactome	0.0628174452934048	0.957971649036105
256	TGF-beta signaling pathway	path:hsa04350	KEGG	0.0655415214665275	0.957971649036105
257	Insulin secretion	path:hsa04911	KEGG	0.0655415214665275	0.957971649036105
258	Phosphodiesterases in neuronal function	WP4222	Wikipathways	0.0655960351378173	0.957971649036105
259	cAMP signaling pathway	path:hsa04024	KEGG	0.0661876680026032	0.957971649036105
260	Plexin-D1 Signaling	plexind1_pathway	PID	0.0677443731669612	0.957971649036105
261	Nicotinate metabolism	R-HSA-196807	Reactome	0.0677443731669612	0.957971649036105
262	Peptide hormone metabolism	R-HSA-2980736	Reactome	0.0686531668913947	0.957971649036105
263	Bile acid biosynthesis	Bile acid biosynthesis	EHMN	0.0686531668913947	0.957971649036105
264	Temocapril Action Pathway	SMP00733	SMPDB	0.0695353777170051	0.957971649036105
265	Olmesartan Action Pathway	SMP00163	SMPDB	0.0695353777170051	0.957971649036105
266	Losartan Action Pathway	SMP00162	SMPDB	0.0695353777170051	0.957971649036105
267	Irbesartan Action Pathway	SMP00161	SMPDB	0.0695353777170051	0.957971649036105
268	Forasartan Action Pathway	SMP00160	SMPDB	0.0695353777170051	0.957971649036105
269	Valsartan Action Pathway	SMP00165	SMPDB	0.0695353777170051	0.957971649036105
270	Telmisartan Action Pathway	SMP00164	SMPDB	0.0695353777170051	0.957971649036105
271	Angiotensin Metabolism	SMP00587	SMPDB	0.0695353777170051	0.957971649036105
272	Spirapril Action Pathway	SMP00156	SMPDB	0.0695353777170051	0.957971649036105
273	Trandolapril Action Pathway	SMP00157	SMPDB	0.0695353777170051	0.957971649036105
274	Ramipril Action Pathway	SMP00154	SMPDB	0.0695353777170051	0.957971649036105
275	Rescinnamine Action Pathway	SMP00155	SMPDB	0.0695353777170051	0.957971649036105
276	Perindopril Action Pathway	SMP00152	SMPDB	0.0695353777170051	0.957971649036105
277	Quinapril Action Pathway	SMP00153	SMPDB	0.0695353777170051	0.957971649036105
278	Lisinopril Action Pathway	SMP00150	SMPDB	0.0695353777170051	0.957971649036105
279	Moexipril Action Pathway	SMP00151	SMPDB	0.0695353777170051	0.957971649036105
280	Candesartan Action Pathway	SMP00158	SMPDB	0.0695353777170051	0.957971649036105
281	Eprosartan Action Pathway	SMP00159	SMPDB	0.0695353777170051	0.957971649036105
282	Fosinopril Action Pathway	SMP00149	SMPDB	0.0695353777170051	0.957971649036105
283	Enalapril Action Pathway	SMP00148	SMPDB	0.0695353777170051	0.957971649036105
284	Benazepril Action Pathway	SMP00145	SMPDB	0.0695353777170051	0.957971649036105
285	Cilazapril Action Pathway	SMP00147	SMPDB	0.0695353777170051	0.957971649036105
286	Captopril Action Pathway	SMP00146	SMPDB	0.0695353777170051	0.957971649036105
287	Vitamin B6-dependent and responsive disorders	WP4228	Wikipathways	0.0695353777170051	0.957971649036105
288	Amine Oxidase reactions	R-HSA-140179	Reactome	0.0695353777170051	0.957971649036105
289	Glycine degradation	R-HSA-6783984	Reactome	0.0695353777170051	0.957971649036105
290	trans, trans-farnesyl diphosphate biosynthesis	PWY-5123	HumanCyc	0.0695353777170051	0.957971649036105
