pathway	external_id	source	pvalue	fdr
89	Binding and Uptake of Ligands by Scavenger Receptors	R-HSA-2173782	Reactome	0.0125209647230286	0.645744135715746
90	Metabolism of carbohydrates	R-HSA-71387	Reactome	0.0131039864724518	0.652806441652954
91	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	WP3969	Wikipathways	0.0132430799018755	0.652806441652954
92	N-Glycan antennae elongation	R-HSA-975577	Reactome	0.0132430799018755	0.652806441652954
93	Organic cation/anion/zwitterion transport	R-HSA-549132	Reactome	0.0132430799018755	0.652806441652954
94	FOXM1 transcription factor network	foxm1pathway	PID	0.0133690208094505	0.652806441652954
95	Hedgehog Signaling Pathway	WP4249	Wikipathways	0.0142490983465413	0.678764726519953
96	Vitamin A and Carotenoid Metabolism	WP716	Wikipathways	0.0142490983465413	0.678764726519953
97	Complement and coagulation cascades	path:hsa04610	KEGG	0.0143442654624042	0.678764726519953
98	Regulation of nuclear beta catenin signaling and target gene transcription	betacatenin_nuc_pathway	PID	0.014963495184817	0.700841254064387
99	Signaling by Retinoic Acid	R-HSA-5362517	Reactome	0.0161058881078163	0.739260264148766
100	Intra-Golgi traffic	R-HSA-6811438	Reactome	0.0161058881078163	0.739260264148766
101	NOTCH1 regulation of human endothelial cell calcification	WP3413	Wikipathways	0.0168897662472074	0.753944435367884
102	Acyl chain remodelling of PI	R-HSA-1482922	Reactome	0.0168897662472074	0.753944435367884
103	Hedgehog signaling pathway	path:hsa04340	KEGG	0.0170828368797952	0.753944435367884
104	Tryptophan metabolism	WP465	Wikipathways	0.0170828368797952	0.753944435367884
105	Heart Development	WP1591	Wikipathways	0.0180922813324496	0.79089115538994
106	er associated degradation (erad) pathway	eradpathway	BioCarta	0.0188548697836826	0.80133196580651
107	SCF(Skp2)-mediated degradation of p27/p21	R-HSA-187577	Reactome	0.0188548697836826	0.80133196580651
108	Propanoate metabolism	Propanoate metabolism	EHMN	0.0188548697836826	0.80133196580651
109	PI3K-Akt Signaling Pathway	WP4172	Wikipathways	0.0196434757557467	0.827188566228234
110	Na+/Cl- dependent neurotransmitter transporters	R-HSA-442660	Reactome	0.0209111944896177	0.864706150516625
111	Listeria monocytogenes entry into host cells	R-HSA-8876384	Reactome	0.0209111944896177	0.864706150516625
112	Statin Pathway - Generalized, Pharmacokinetics	PA145011108	PharmGKB	0.0230563316438884	0.93496975638497
113	Hyaluronan biosynthesis and export	R-HSA-2142850	Reactome	0.0235636880094601	0.93496975638497
114	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	PWY-66	HumanCyc	0.0235636880094601	0.93496975638497
115	Transport of connexons to the plasma membrane	R-HSA-190872	Reactome	0.0235636880094601	0.93496975638497
116	Apoptotic execution phase	R-HSA-75153	Reactome	0.0236288653029753	0.93496975638497
117	PI3K-Akt signaling pathway	path:hsa04151	KEGG	0.0247362921911247	0.957890839352547
118	Cardiac Progenitor Differentiation	WP2406	Wikipathways	0.0248342069461772	0.957890839352547
119	Posttranslational regulation of adherens junction stability and dissassembly	ajdiss_2pathway	PID	0.0248342069461772	0.957890839352547
120	Tamoxifen metabolism	WP691	Wikipathways	0.0252879161564	0.967262792982299
121	Signaling by PDGF	R-HSA-186797	Reactome	0.0260722010092435	0.989019856466344
122	Ectoderm Differentiation	WP2858	Wikipathways	0.0269117179291556	1
123	Antiarrhythmic Pathway, Pharmacodynamics	PA2033	PharmGKB	0.0273428081426373	1
124	Other types of O-glycan biosynthesis	path:hsa00514	KEGG	0.0276036258832678	1
125	RA biosynthesis pathway	R-HSA-5365859	Reactome	0.0300011809519351	1
126	Signaling events mediated by the Hedgehog family	hedgehog_2pathway	PID	0.0300011809519351	1
127	Nuclear Receptors Meta-Pathway	WP2882	Wikipathways	0.0345449734060082	1
128	Differentiation of white and brown adipocyte	WP2895	Wikipathways	0.0350329150002547	1
129	Propanoate metabolism	None	INOH	0.0350329150002547	1
130	Amodiaquine Pathway, Pharmacokinetics	PA165815256	PharmGKB	0.0351378253283134	1
131	Tacrolimus/Cyclosporine Pathway, Pharmacokinetics	PA165986114	PharmGKB	0.0351378253283134	1
132	Bevacizumab Action Pathway	SMP00420	SMPDB	0.0351378253283134	1
133	Beta oxidation of myristoyl-CoA to lauroyl-CoA	R-HSA-77285	Reactome	0.0351378253283134	1
134	Lactose synthesis	R-HSA-5653890	Reactome	0.0351378253283134	1
135	Vitamins B6 activation to pyridoxal phosphate	R-HSA-964975	Reactome	0.0351378253283134	1
136	AlphaE beta7 integrin cell surface interactions	integrin7_pathway	PID	0.0351378253283134	1
137	Transport of connexins along the secretory pathway	R-HSA-190827	Reactome	0.0351378253283134	1
138	Oligomerization of connexins into connexons	R-HSA-190704	Reactome	0.0351378253283134	1
139	Gap junction assembly	R-HSA-190861	Reactome	0.0351378253283134	1
140	Mesodermal Commitment Pathway	WP2857	Wikipathways	0.0354813050757283	1
141	A tetrasaccharide linker sequence is required for GAG synthesis	R-HSA-1971475	Reactome	0.0376627396538891	1
142	N-glycan antennae elongation in the medial/trans-Golgi	R-HSA-975576	Reactome	0.0376627396538891	1
143	MECP2 and Associated Rett Syndrome	WP3584	Wikipathways	0.038672596320264	1
144	Lung fibrosis	WP3624	Wikipathways	0.0402327840468248	1
145	Acyl chain remodelling of PC	R-HSA-1482788	Reactome	0.0431397168825089	1
146	Regulation of RUNX2 expression and activity	R-HSA-8939902	Reactome	0.0431397168825089	1
147	Leukocyte transendothelial migration	path:hsa04670	KEGG	0.0441025960117259	1
148	Retinol metabolism	path:hsa00830	KEGG	0.045101780603587	1
149	Cyclin E associated events during G1/S transition 	R-HSA-69202	Reactome	0.045982751279006	1
150	Cyclin A:Cdk2-associated events at S phase entry	R-HSA-69656	Reactome	0.045982751279006	1
151	Artemether Metabolism Pathway	SMP00651	SMPDB	0.046575649583524	1
152	Teniposide Action Pathway	SMP00443	SMPDB	0.046575649583524	1
153	Teniposide Metabolism Pathway	SMP00602	SMPDB	0.046575649583524	1
154	Vitamin B6 metabolism	None	INOH	0.046575649583524	1
155	Neurophilin interactions with VEGF and VEGFR	R-HSA-194306	Reactome	0.046575649583524	1
156	Reuptake of GABA	R-HSA-888593	Reactome	0.046575649583524	1
157	propionyl-CoA degradation	PROPIONMET-PWY	HumanCyc	0.046575649583524	1
158	Alternative complement activation	R-HSA-173736	Reactome	0.046575649583524	1
159	Nicotinate and nicotinamide metabolism	path:hsa00760	KEGG	0.0488928008408682	1
160	3-Methylglutaconic Aciduria Type I	SMP00139	SMPDB	0.0488928008408682	1
161	Valine, Leucine and Isoleucine Degradation	SMP00032	SMPDB	0.0488928008408682	1
162	2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency	SMP00137	SMPDB	0.0488928008408682	1
163	Isovaleric Aciduria	SMP00238	SMPDB	0.0488928008408682	1
164	3-Methylcrotonyl Coa Carboxylase Deficiency Type I	SMP00237	SMPDB	0.0488928008408682	1
165	Propionic Acidemia	SMP00236	SMPDB	0.0488928008408682	1
166	Maple Syrup Urine Disease	SMP00199	SMPDB	0.0488928008408682	1
167	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency	SMP00138	SMPDB	0.0488928008408682	1
168	Isobutyryl-coa dehydrogenase deficiency	SMP00523	SMPDB	0.0488928008408682	1
169	3-hydroxyisobutyric aciduria	SMP00522	SMPDB	0.0488928008408682	1
170	3-hydroxyisobutyric acid dehydrogenase deficiency	SMP00521	SMPDB	0.0488928008408682	1
171	Isovaleric acidemia	SMP00524	SMPDB	0.0488928008408682	1
172	Methylmalonate Semialdehyde Dehydrogenase Deficiency	SMP00384	SMPDB	0.0488928008408682	1
173	Methylmalonic Aciduria	SMP00200	SMPDB	0.0488928008408682	1
174	3-Methylglutaconic Aciduria Type IV	SMP00141	SMPDB	0.0488928008408682	1
175	3-Methylglutaconic Aciduria Type III	SMP00140	SMPDB	0.0488928008408682	1
176	Beta-Ketothiolase Deficiency	SMP00173	SMPDB	0.0488928008408682	1
177	Amine compound SLC transporters	R-HSA-425428	Reactome	0.0488928008408682	1
178	Acyl chain remodelling of PE	R-HSA-1482839	Reactome	0.0488928008408682	1
179	Transport to the Golgi and subsequent modification	R-HSA-948021	Reactome	0.0506647158316818	1
180	Transport of small molecules	R-HSA-382551	Reactome	0.0518264739619821	1
181	Matrix Metalloproteinases	WP129	Wikipathways	0.0518679007185063	1
182	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	R-HSA-8866652	Reactome	0.0518679007185063	1
183	Activation of Matrix Metalloproteinases	R-HSA-1592389	Reactome	0.0518679007185063	1
184	Linoleate metabolism	Linoleate metabolism	EHMN	0.0538335732913011	1
185	Asparagine N-linked glycosylation	R-HSA-446203	Reactome	0.0539584410840956	1
186	Oncogene Induced Senescence	R-HSA-2559585	Reactome	0.0549061226848852	1
187	Bacterial invasion of epithelial cells	path:hsa05100	KEGG	0.0575372225603059	1
188	Sulindac Metabolic Pathway	WP2542	Wikipathways	0.0578787558163288	1
189	miR-517 relationship with ARCN1 and USP1	WP3596	Wikipathways	0.0578787558163288	1
190	Organic anion transport	R-HSA-561048	Reactome	0.0578787558163288	1
191	Propionyl-CoA catabolism	R-HSA-71032	Reactome	0.0578787558163288	1
192	Abacavir transmembrane transport	R-HSA-2161517	Reactome	0.0578787558163288	1
193	Sodium-coupled sulphate, di- and tri-carboxylate transporters	R-HSA-433137	Reactome	0.0578787558163288	1
194	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	R-HSA-77310	Reactome	0.0578787558163288	1
195	Cross-presentation of soluble exogenous antigens (endosomes)	R-HSA-1236978	Reactome	0.0578787558163288	1
196	citrulline-nitric oxide cycle	PWY-4983	HumanCyc	0.0578787558163288	1
197	Polythiazide Action Pathway	SMP00080	SMPDB	0.0580055745527721	1
198	Methyclothiazide Action Pathway	SMP00081	SMPDB	0.0580055745527721	1
199	Bumetanide Action Pathway	SMP00088	SMPDB	0.0580055745527721	1
200	Spironolactone Action Pathway	SMP00134	SMPDB	0.0580055745527721	1
201	Eplerenone Action Pathway	SMP00135	SMPDB	0.0580055745527721	1
202	Triamterene Action Pathway	SMP00132	SMPDB	0.0580055745527721	1
203	Amiloride Action Pathway	SMP00133	SMPDB	0.0580055745527721	1
204	Ethacrynic Acid Action Pathway	SMP00097	SMPDB	0.0580055745527721	1
205	Quinethazone Action Pathway	SMP00091	SMPDB	0.0580055745527721	1
206	Bendroflumethiazide Action Pathway	SMP00090	SMPDB	0.0580055745527721	1
207	Chlorthalidone Action Pathway	SMP00122	SMPDB	0.0580055745527721	1
208	Trichlormethiazide Action Pathway	SMP00121	SMPDB	0.0580055745527721	1
209	Iminoglycinuria	SMP00193	SMPDB	0.0580055745527721	1
210	Lysinuric Protein Intolerance	SMP00197	SMPDB	0.0580055745527721	1
211	Blue diaper syndrome	SMP00583	SMPDB	0.0580055745527721	1
212	Lysinuric protein intolerance (LPI)	SMP00585	SMPDB	0.0580055745527721	1
213	Cystinuria	SMP00723	SMPDB	0.0580055745527721	1
214	Indapamide Action Pathway	SMP00110	SMPDB	0.0580055745527721	1
215	Furosemide Action Pathway	SMP00115	SMPDB	0.0580055745527721	1
216	Torsemide Action Pathway	SMP00118	SMPDB	0.0580055745527721	1
217	Hartnup Disorder	SMP00189	SMPDB	0.0580055745527721	1
218	Glucose Transporter Defect (SGLT2)	SMP00184	SMPDB	0.0580055745527721	1
219	Kidney Function	SMP00483	SMPDB	0.0580055745527721	1
220	Glucose Transporter Defect (SGLT2)	SMP00245	SMPDB	0.0580055745527721	1
221	Metolazone Action Pathway	SMP00105	SMPDB	0.0580055745527721	1
222	Hydrochlorothiazide Action Pathway	SMP00100	SMPDB	0.0580055745527721	1
223	Cyclothiazide Action Pathway	SMP00103	SMPDB	0.0580055745527721	1
224	Hydroflumethiazide Action Pathway	SMP00108	SMPDB	0.0580055745527721	1
225	Chlorothiazide Action Pathway	SMP00078	SMPDB	0.0580055745527721	1
226	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	WP2817	Wikipathways	0.0580055745527721	1
227	Inflammatory Response Pathway	WP453	Wikipathways	0.0580055745527721	1
228	Negative regulation of FGFR1 signaling	R-HSA-5654726	Reactome	0.0580055745527721	1
229	Transcriptional regulation by RUNX2	R-HSA-8878166	Reactome	0.0594333134662201	1
230	Negative regulation of FGFR2 signaling	R-HSA-5654727	Reactome	0.061164399600512	1
231	BMP signaling Dro	None	INOH	0.061164399600512	1
232	Cell death signalling via NRAGE, NRIF and NADE	R-HSA-204998	Reactome	0.0613585829816555	1
233	Role of Osx and miRNAs in tooth development	WP3971	Wikipathways	0.064380776006211	1
234	HIF-2-alpha transcription factor network	hif2pathway	PID	0.064380776006211	1
235	Regulation of Complement cascade	R-HSA-977606	Reactome	0.0672328580807856	1
236	E-cadherin signaling in the nascent adherens junction	ecadherin_nascentaj_pathway	PID	0.067652916290212	1
237	Relaxin signaling pathway	path:hsa04926	KEGG	0.0687571146235358	1
238	Artemisinin and Derivatives Pathway, Pharmacokinetics	PA165378192	PharmGKB	0.0690487205252579	1
239	Vitamin B6 metabolism	path:hsa00750	KEGG	0.0690487205252579	1
240	Fluoxetine Pathway, Pharmacokinetics	PA161749012	PharmGKB	0.0690487205252579	1
241	Nevirapine Pathway, Pharmacokinetics	PA165950411	PharmGKB	0.0690487205252579	1
242	Fluoxetine Metabolism Pathway	SMP00646	SMPDB	0.0690487205252579	1
243	Nicotine Metabolism	WP1600	Wikipathways	0.0690487205252579	1
244	Signaling by NOTCH4	WP2721	Wikipathways	0.0690487205252579	1
245	Robo4 and VEGF Signaling Pathways Crosstalk	WP3943	Wikipathways	0.0690487205252579	1
246	Transport and synthesis of PAPS	R-HSA-174362	Reactome	0.0690487205252579	1
247	PTK6 Regulates Cell Cycle	R-HSA-8849470	Reactome	0.0690487205252579	1
248	GDP-fucose biosynthesis	R-HSA-6787639	Reactome	0.0690487205252579	1
249	urea cycle	PWY-4984	HumanCyc	0.0690487205252579	1
250	FGFR1b ligand binding and activation	R-HSA-190370	Reactome	0.0690487205252579	1
251	Adipogenesis	WP236	Wikipathways	0.070299183865777	1
252	Thyroid cancer	path:hsa05216	KEGG	0.0709790667657462	1
253	Vitamin A Deficiency	SMP00336	SMPDB	0.0709790667657462	1
254	Retinol Metabolism	SMP00074	SMPDB	0.0709790667657462	1
255	NCAM1 interactions	R-HSA-419037	Reactome	0.0709790667657462	1
256	Signaling by Hedgehog	R-HSA-5358351	Reactome	0.07141339843682	1
257	ECM-receptor interaction	path:hsa04512	KEGG	0.0735081332958289	1
258	Mitochondrial Fatty Acid Beta-Oxidation	R-HSA-77289	Reactome	0.0743575069976477	1
259	MAPK6/MAPK4 signaling	R-HSA-5687128	Reactome	0.0777865492690198	1
260	O-glycosylation of TSR domain-containing proteins	R-HSA-5173214	Reactome	0.0777865492690198	1
261	Apelin signaling pathway	path:hsa04371	KEGG	0.0799212876806963	1
262	Methotrexate Pathway (Brain Cell), Pharmacokinetics	PA165816270	PharmGKB	0.0800871018802867	1
263	Tenofovir/Adefovir Pathway, Pharmacodynamics	PA155028030	PharmGKB	0.0800871018802867	1
264	Cyclophosphamide Pathway, Pharmacokinetics	PA2034	PharmGKB	0.0800871018802867	1
265	Ifosfamide Pathway, Pharmacokinetics	PA2037	PharmGKB	0.0800871018802867	1
266	Metabolism of Spingolipids in ER and Golgi apparatus	WP4142	Wikipathways	0.0800871018802867	1
267	PDGF receptor signaling network	pdgf_pathway	PID	0.0800871018802867	1
268	Autodegradation of the E3 ubiquitin ligase COP1	R-HSA-349425	Reactome	0.0800871018802867	1
269	Glycerophospholipid catabolism	R-HSA-6814848	Reactome	0.0800871018802867	1
270	Vpu mediated degradation of CD4	R-HSA-180534	Reactome	0.0800871018802867	1
271	Tryptophan metabolism	path:hsa00380	KEGG	0.0812645380557404	1
272	Muscle contraction	R-HSA-397014	Reactome	0.0823505747563293	1
273	Signaling pathways regulating pluripotency of stem cells	path:hsa04550	KEGG	0.0832674422850968	1
274	BMP receptor signaling	bmppathway	PID	0.0847898495087	1
275	Complement cascade	R-HSA-166658	Reactome	0.0849661276495734	1
276	TGF-Core	None	Signalink	0.0883608909436625	1
277	Stabilization and expansion of the E-cadherin adherens junction	ecadherin_stabilization_pathway	PID	0.0883608909436625	1
278	Pre-NOTCH Expression and Processing	R-HSA-1912422	Reactome	0.0883608909436625	1
279	actions of nitric oxide in the heart	no1pathway	BioCarta	0.0883608909436625	1
280	Platelet activation, signaling and aggregation	R-HSA-76002	Reactome	0.0890633891335124	1
281	Gefitinib Pathway, Pharmacokinetics	PA152325160	PharmGKB	0.0909954399345285	1
282	Tenofovir/Adefovir Pathway, Pharmacokinetics	PA155028030	PharmGKB	0.0909954399345285	1
283	Citalopram Metabolism Pathway	SMP00627	SMPDB	0.0909954399345285	1
284	Carbamazepine Metabolism Pathway	SMP00634	SMPDB	0.0909954399345285	1
285	Ifosfamide Action Pathway	SMP00448	SMPDB	0.0909954399345285	1
286	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids	SMP00480	SMPDB	0.0909954399345285	1
287	Nevirapine Metabolism Pathway	SMP00642	SMPDB	0.0909954399345285	1
288	Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)	SMP00568	SMPDB	0.0909954399345285	1
289	Ifosfamide Metabolism Pathway	SMP00605	SMPDB	0.0909954399345285	1
290	Effects of Nitric Oxide	WP1995	Wikipathways	0.0909954399345285	1
291	Glial Cell Differentiation	WP2276	Wikipathways	0.0909954399345285	1
292	Nifedipine Activity	WP259	Wikipathways	0.0909954399345285	1
293	Dual hijack model of Vif in HIV infection	WP3300	Wikipathways	0.0909954399345285	1
294	MAPK6-MAPK4 signaling	WP3307	Wikipathways	0.0909954399345285	1
295	ceramide de novo biosynthesis	PWY3DJ-12	HumanCyc	0.0909954399345285	1
296	RUNX3 regulates WNT signaling	R-HSA-8951430	Reactome	0.0909954399345285	1
297	a4b7 Integrin signaling	a4b7_pathway	PID	0.0909954399345285	1
298	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	R-HSA-69601	Reactome	0.0909954399345285	1
299	p53-Independent DNA Damage Response	R-HSA-69610	Reactome	0.0909954399345285	1
300	p53-Independent G1/S DNA damage checkpoint	R-HSA-69613	Reactome	0.0909954399345285	1
301	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	R-HSA-2142670	Reactome	0.0909954399345285	1
302	inhibition of matrix metalloproteinases	reckpathway	BioCarta	0.0909954399345285	1
303	Downregulation of ERBB4 signaling	R-HSA-1253288	Reactome	0.0909954399345285	1
304	VEGF ligand-receptor interactions	R-HSA-194313	Reactome	0.0909954399345285	1
305	2-oxobutanoate degradation	PWY-5130	HumanCyc	0.0909954399345285	1
306	VEGF binds to VEGFR leading to receptor dimerization	R-HSA-195399	Reactome	0.0909954399345285	1
307	Terminal pathway of complement	R-HSA-166665	Reactome	0.0909954399345285	1
308	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	R-HSA-8939242	Reactome	0.0909954399345285	1
309	GPCR signaling-G alpha i	None	INOH	0.0915757675080045	1
310	GPCR signaling-pertussis toxin	None	INOH	0.0915757675080045	1
