pathway	external_id	source	pvalue	fdr
34	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	R-HSA-168643	Reactome	0.000167386350665817	0.0224882348307979
35	Fanconi anemia pathway	path:hsa03460	KEGG	0.000172364452406867	0.0224882348307979
36	Organelle biogenesis and maintenance	R-HSA-1852241	Reactome	0.000176378312398415	0.0224882348307979
37	Cilium Assembly	R-HSA-5617833	Reactome	0.000215309398595351	0.0260324366957382
38	Regulation of TP53 Activity through Phosphorylation	R-HSA-6804756	Reactome	0.000219817256374219	0.0260324366957382
39	AndrogenReceptor	Pathway_AndrogenReceptor	NetPath	0.00022119063859124	0.0260324366957382
40	Notch	None	INOH	0.000242217515059979	0.0277944598531326
41	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	R-HSA-110373	Reactome	0.000286523554573692	0.0309740692847966
42	Telomere C-strand (Lagging Strand) Synthesis	R-HSA-174417	Reactome	0.000286523554573692	0.0309740692847966
43	IL-1 NFkB	None	INOH	0.000290171019443628	0.0309740692847966
44	Regulation of mRNA stability by proteins that bind AU-rich elements	R-HSA-450531	Reactome	0.000352810812276179	0.0368045824624469
45	Parkin-Ubiquitin Proteasomal System pathway	WP2359	Wikipathways	0.00036808682761226	0.0375448564164505
46	Ciliary landscape	WP4352	Wikipathways	0.000419144869420983	0.0418233684922242
47	AUF1 (hnRNP D0) binds and destabilizes mRNA	R-HSA-450408	Reactome	0.00045932521036234	0.0448575045864498
48	The NLRP3 inflammasome	R-HSA-844456	Reactome	0.000483021796840241	0.0452463274999327
49	Folding of actin by CCT/TriC	R-HSA-390450	Reactome	0.000483021796840241	0.0452463274999327
50	Synthesis of DNA	R-HSA-69239	Reactome	0.000499376602680232	0.0458427721260453
51	Inflammasomes	R-HSA-622312	Reactome	0.000555856201053798	0.0500270580948418
52	Resolution of D-loop Structures through Holliday Junction Intermediates	R-HSA-5693568	Reactome	0.000645258962044854	0.0566306485164734
53	TLR NFkB	None	INOH	0.000653905091802416	0.0566306485164734
54	Circadian rhythm pathway	circadianpathway	PID	0.000831859741621492	0.0702635629374499
55	Exercise-induced Circadian Regulation	WP410	Wikipathways	0.000841938117986872	0.0702635629374499
56	role of brca1 brca2 and atr in cancer susceptibility	atrbrcapathway	BioCarta	0.000948890364083769	0.0773272370265019
57	Metabolism of proteins	R-HSA-392499	Reactome	0.000977486452920486	0.0773272370265019
58	mRNA Splicing	R-HSA-72172	Reactome	0.00099900576032121	0.0773272370265019
59	TICAM1,TRAF6-dependent induction of TAK1 complex	R-HSA-9014325	Reactome	0.00100643515518453	0.0773272370265019
60	DNA Replication	R-HSA-69306	Reactome	0.00101300624816395	0.0773272370265019
61	Resolution of D-Loop Structures	R-HSA-5693537	Reactome	0.00102766044850035	0.0773272370265019
62	mRNA Splicing - Major Pathway	R-HSA-72163	Reactome	0.0011196791461305	0.0828923754957899
63	BARD1 signaling events	bard1pathway	PID	0.00118415090519162	0.0849258227317112
64	p38 MAPK signaling pathway	p38_mkk3_6pathway	PID	0.00118415090519162	0.0849258227317112
65	Irinotecan Action Pathway	SMP00433	SMPDB	0.00127446918177047	0.0886335385504006
66	Irinotecan Metabolism Pathway	SMP00600	SMPDB	0.00127446918177047	0.0886335385504006
67	IL-1 p38	None	INOH	0.00134566382288124	0.0921880141346998
68	Cargo trafficking to the periciliary membrane	R-HSA-5620920	Reactome	0.00143548843900445	0.0968954696328006
69	Acetaminophen Metabolism Pathway	SMP00640	SMPDB	0.00150741949797737	0.0988436499388017
70	Extension of Telomeres	R-HSA-180786	Reactome	0.00150741949797737	0.0988436499388017
71	E2F transcription factor network	e2f_pathway	PID	0.00154105343818352	0.0996258490318642
72	ATR signaling pathway	atr_pathway	PID	0.00157554674511623	0.100441105001159
73	atm signaling pathway	atmpathway	BioCarta	0.0016876307568957	0.105970399193181
74	heme biosynthesis from uroporphyrinogen-III I	HEME-BIOSYNTHESIS-II	HumanCyc	0.00170845523753713	0.105970399193181
75	TNF alpha Signaling Pathway	WP231	Wikipathways	0.00180930608084956	0.110729532147993
76	sphingomyelin metabolism/ceramide salvage	PWY3DJ-11281	HumanCyc	0.00189052303552938	0.114177641224735
77	Folate malabsorption, hereditary	SMP00724	SMPDB	0.00202921387615179	0.116426146144209
78	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	SMP00543	SMPDB	0.00202921387615179	0.116426146144209
79	Methotrexate Action Pathway	SMP00432	SMPDB	0.00202921387615179	0.116426146144209
80	Folate Metabolism	SMP00053	SMPDB	0.00202921387615179	0.116426146144209
81	Gap-filling DNA repair synthesis and ligation in GG-NER	R-HSA-5696397	Reactome	0.00218218669989124	0.122597278023997
82	ATM Signaling Network in Development and Disease	WP3878	Wikipathways	0.00219433064320341	0.122597278023997
83	Non-alcoholic fatty liver disease (NAFLD)	path:hsa04932	KEGG	0.00226768701072351	0.122597278023997
84	Etoposide Action Pathway	SMP00442	SMPDB	0.00230781576764356	0.122597278023997
85	Etoposide Metabolism Pathway	SMP00601	SMPDB	0.00230781576764356	0.122597278023997
86	Association of TriC/CCT with target proteins during biosynthesis	R-HSA-390471	Reactome	0.00233603628035649	0.122597278023997
87	DNA strand elongation	R-HSA-69190	Reactome	0.00236139193543282	0.122597278023997
88	TLR JNK	None	INOH	0.00237715854992063	0.122597278023997
89	IL-1 JNK	None	INOH	0.00237715854992063	0.122597278023997
90	Cell Cycle	R-HSA-1640170	Reactome	0.00246587138381014	0.125759440574317
91	Legionellosis	path:hsa05134	KEGG	0.00272016868548148	0.136483656851936
92	TLR p38	None	INOH	0.00273562013733727	0.136483656851936
93	TNFR1-induced NFkappaB signaling pathway	R-HSA-5357956	Reactome	0.00279087253914368	0.137330925821967
94	Fanconi Anemia Pathway	R-HSA-6783310	Reactome	0.00281244161814049	0.137330925821967
95	Cell cycle	path:hsa04110	KEGG	0.00287184490391255	0.138755453778512
96	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	R-HSA-532668	Reactome	0.00291055448691696	0.139160886405717
97	Processing of Capped Intron-Containing Pre-mRNA	R-HSA-72203	Reactome	0.0029977647294549	0.141436129231526
98	Necroptosis	path:hsa04217	KEGG	0.0030505831795035	0.141436129231526
99	Regulation of TP53 Activity	R-HSA-5633007	Reactome	0.0030505831795035	0.141436129231526
100	Lagging Strand Synthesis	R-HSA-69186	Reactome	0.00308508017269081	0.141605179926508
101	Glucocorticoid Pathway (Peripheral Tissue), Pharmacodynamics	PA2027	PharmGKB	0.00319668016144529	0.143850607265038
102	Displacement of DNA glycosylase by APEX1	R-HSA-110357	Reactome	0.00319668016144529	0.143850607265038
103	acetylation and deacetylation of rela in nucleus	relapathway	BioCarta	0.00402652599517691	0.179434507940408
104	Sorafenib Metabolism Pathway	SMP00648	SMPDB	0.004159729393235	0.181839599189987
105	chaperones modulate interferon signaling pathway	tidpathway	BioCarta	0.004159729393235	0.181839599189987
106	Transcriptional Regulation by E2F6	R-HSA-8953750	Reactome	0.00430290114387229	0.186323738211074
107	Transcriptional Regulation by TP53	R-HSA-3700989	Reactome	0.00439120765988132	0.188370496811731
108	Cell Cycle	WP179	Wikipathways	0.00460372586980897	0.194426185301883
109	TNF	None	INOH	0.00463299593986919	0.194426185301883
110	Cell Cycle, Mitotic	R-HSA-69278	Reactome	0.00465945106387954	0.194426185301883
111	E3 ubiquitin ligases ubiquitinate target proteins	R-HSA-8866654	Reactome	0.004803224677048	0.198619831240093
112	G1/S Transition	R-HSA-69206	Reactome	0.00493062223781012	0.199796143797612
113	Fluoropyrimidine Pathway, Pharmacodynamics	PA165291507	PharmGKB	0.00500578573784866	0.199796143797612
114	regulation of transcriptional activity by pml	pmlpathway	BioCarta	0.00500578573784866	0.199796143797612
115	Removal of the Flap Intermediate from the C-strand	R-HSA-174437	Reactome	0.00500578573784866	0.199796143797612
116	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	WP4100	Wikipathways	0.00516712304464092	0.203343693919796
117	Signalling to ERKs	R-HSA-187687	Reactome	0.00540912802763852	0.203343693919796
118	Antigen processing and presentation	path:hsa04612	KEGG	0.00552580946050128	0.203343693919796
119	Morphine Metabolism Pathway	SMP00622	SMPDB	0.00567239741669568	0.203343693919796
120	Regulation of pyruvate dehydrogenase (PDH) complex	R-HSA-204174	Reactome	0.00567239741669568	0.203343693919796
121	Mitotic G1-G1/S phases	R-HSA-453279	Reactome	0.00571027820589083	0.203343693919796
122	Mitotic Metaphase/Anaphase Transition	R-HSA-68881	Reactome	0.00590532397472261	0.203343693919796
123	Influenza A	path:hsa05164	KEGG	0.00599530661303874	0.203343693919796
124	Purine Nucleoside Phosphorylase Deficiency	SMP00210	SMPDB	0.0061579027134753	0.203343693919796
125	Xanthine Dehydrogenase Deficiency (Xanthinuria)	SMP00220	SMPDB	0.0061579027134753	0.203343693919796
126	Adenylosuccinate Lyase Deficiency	SMP00167	SMPDB	0.0061579027134753	0.203343693919796
127	AICA-Ribosiduria	SMP00168	SMPDB	0.0061579027134753	0.203343693919796
128	Adenine phosphoribosyltransferase deficiency (APRT)	SMP00535	SMPDB	0.0061579027134753	0.203343693919796
129	Mitochondrial DNA depletion syndrome	SMP00536	SMPDB	0.0061579027134753	0.203343693919796
130	Myoadenylate deaminase deficiency	SMP00537	SMPDB	0.0061579027134753	0.203343693919796
131	Purine Metabolism	SMP00050	SMPDB	0.0061579027134753	0.203343693919796
132	Molybdenum Cofactor Deficiency	SMP00203	SMPDB	0.0061579027134753	0.203343693919796
133	Adenosine Deaminase Deficiency	SMP00144	SMPDB	0.0061579027134753	0.203343693919796
134	Gout or Kelley-Seegmiller Syndrome	SMP00365	SMPDB	0.0061579027134753	0.203343693919796
135	Lesch-Nyhan Syndrome (LNS)	SMP00364	SMPDB	0.0061579027134753	0.203343693919796
136	Xanthinuria type I	SMP00512	SMPDB	0.0061579027134753	0.203343693919796
137	Xanthinuria type II	SMP00513	SMPDB	0.0061579027134753	0.203343693919796
138	Activation of ATR in response to replication stress	R-HSA-176187	Reactome	0.0061579027134753	0.203343693919796
139	TNF signaling	R-HSA-75893	Reactome	0.0061579027134753	0.203343693919796
140	Mannose type O-glycan biosynthesis	path:hsa00515	KEGG	0.00658828347669289	0.214740530661675
141	Circadian rhythm	path:hsa04710	KEGG	0.00659660453666582	0.214740530661675
142	CD4 T cell receptor signaling-NFkB cascade	None	INOH	0.00697006343460155	0.22529993778043
143	Endocytosis	path:hsa04144	KEGG	0.00706236625289785	0.225327146182612
144	Longevity regulating pathway - multiple species	path:hsa04213	KEGG	0.00706908693906233	0.225327146182612
145	Processive synthesis on the C-strand of the telomere	R-HSA-174414	Reactome	0.007392169722038	0.232368039467739
146	Prolonged ERK activation events	R-HSA-169893	Reactome	0.007392169722038	0.232368039467739
147	Presenilin action in Notch and Wnt signaling	ps1pathway	PID	0.00748849067905872	0.232368039467739
148	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	R-HSA-975163	Reactome	0.00759372677999148	0.232368039467739
149	Scavenging by Class F Receptors	R-HSA-3000484	Reactome	0.00759372677999148	0.232368039467739
150	IRAK2 mediated activation of TAK1 complex	R-HSA-937042	Reactome	0.00759372677999148	0.232368039467739
151	Processing of DNA double-strand break ends	R-HSA-5693607	Reactome	0.00766225529831682	0.232912263703803
152	Nonalcoholic fatty liver disease	WP4396	Wikipathways	0.00774128299867431	0.233766374762599
153	wnt signaling pathway	wntpathway	BioCarta	0.00796736864940831	0.239021059482249
154	Hedgehog	None	INOH	0.00834338597507481	0.248676244322035
155	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	Reactome	0.00850350615042117	0.251813504712472
156	Neurotrophin signaling pathway	path:hsa04722	KEGG	0.0094110181924425	0.273396034831083
157	Wnt Canonical	None	INOH	0.0094110181924425	0.273396034831083
158	Wnt Mammals	None	INOH	0.0094110181924425	0.273396034831083
159	Metformin Pathway, Pharmacodynamic	PA165948566	PharmGKB	0.00953704212932146	0.275314612412488
160	Metabolism of polyamines	R-HSA-351202	Reactome	0.0100017875581605	0.286926280574729
161	DroToll-like	None	INOH	0.0100938118118072	0.28776767836146
162	Infectious disease	R-HSA-5663205	Reactome	0.0104004344412409	0.291688199466344
163	Peroxisome	path:hsa04146	KEGG	0.0104027227999534	0.291688199466344
164	Signaling by NOTCH4	R-HSA-1980150	Reactome	0.0104219748828933	0.291688199466344
165	NOD1/2 Signaling Pathway	R-HSA-168638	Reactome	0.0113210964945842	0.3130351380129
166	EPO signaling pathway	epopathway	PID	0.0113210964945842	0.3130351380129
167	Homologous recombination	path:hsa03440	KEGG	0.0116113270565339	0.317238042794588
168	Intraflagellar transport	R-HSA-5620924	Reactome	0.0116113270565339	0.317238042794588
169	rRNA modification in the nucleus and cytosol	R-HSA-6790901	Reactome	0.0121882016465363	0.327837481816053
170	rRNA processing in the nucleus and cytosol	R-HSA-8868773	Reactome	0.0121882016465363	0.327837481816053
171	Post-translational protein modification	R-HSA-597592	Reactome	0.0122135532441275	0.327837481816053
172	Asparagine N-linked glycosylation	R-HSA-446203	Reactome	0.0123434471407201	0.328754041934621
173	Clearance of Nuclear Envelope Membranes from Chromatin	R-HSA-2993913	Reactome	0.0125341954985967	0.328754041934621
174	Porphyrin metabolism	None	INOH	0.0125341954985967	0.328754041934621
175	phosphatidylethanolamine biosynthesis II	PWY4FS-6	HumanCyc	0.0125341954985967	0.328754041934621
176	C-MYB transcription factor network	cmyb_pathway	PID	0.0126167784656288	0.329039847484295
177	TNFalpha	Pathway_TNFalpha	NetPath	0.012808766162902	0.332159529309154
178	CD40/CD40L signaling	cd40_pathway	PID	0.0133347169600501	0.339907200796396
179	The citric acid (TCA) cycle and respiratory electron transport	R-HSA-1428517	Reactome	0.0133426548699999	0.339907200796396
180	DNA Replication	WP466	Wikipathways	0.0134037480052609	0.339907200796396
181	FOXM1 transcription factor network	foxm1pathway	PID	0.0134037480052609	0.339907200796396
182	Disease	R-HSA-1643685	Reactome	0.0137608900870615	0.342394910166462
183	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	Reactome	0.0140259928821173	0.342394910166462
184	Non-homologous end-joining	path:hsa03450	KEGG	0.0141520908858896	0.342394910166462
185	Homologous recombination	WP186	Wikipathways	0.0141520908858896	0.342394910166462
186	Kennedy pathway from Sphingolipids	WP3933	Wikipathways	0.0141520908858896	0.342394910166462
187	Initiation of Nuclear Envelope Reformation	R-HSA-2995383	Reactome	0.0141520908858896	0.342394910166462
188	Nuclear Envelope Reassembly	R-HSA-2995410	Reactome	0.0141520908858896	0.342394910166462
189	DNA-PK pathway in nonhomologous end joining	dnapk_pathway	PID	0.0141520908858896	0.342394910166462
190	EGF-Core	None	Signalink	0.0141732097890257	0.342394910166462
191	VEGFA-VEGFR2 Signaling Pathway	WP3888	Wikipathways	0.0142486621711575	0.342415494060802
192	HIV Infection	R-HSA-162906	Reactome	0.0146989759654115	0.351397394173119
193	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	R-HSA-5693554	Reactome	0.0148520553310009	0.353217274452302
194	Hereditary leiomyomatosis and renal cell carcinoma pathway	WP4206	Wikipathways	0.0155765688874744	0.364777812211774
195	ras signaling pathway	raspathway	BioCarta	0.0155765688874744	0.364777812211774
196	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	R-HSA-450321	Reactome	0.0155765688874744	0.364777812211774
197	PERK regulates gene expression	R-HSA-381042	Reactome	0.0168096283276779	0.38967774759617
198	dolichol and dolichyl phosphate biosynthesis	PWY-6129	HumanCyc	0.0168096283276779	0.38967774759617
199	Structural Pathway of Interleukin 1 (IL-1)	WP2637	Wikipathways	0.0175810973146915	0.405513752132834
200	Retinoblastoma Gene in Cancer	WP2446	Wikipathways	0.0181165426608907	0.415774654067442
201	fig-met-1-last-solution	WP3961	Wikipathways	0.0186295519085756	0.417120211026156
202	Polymerase switching on the C-strand of the telomere	R-HSA-174411	Reactome	0.0186295519085756	0.417120211026156
203	Polymerase switching	R-HSA-69091	Reactome	0.0186295519085756	0.417120211026156
204	Leading Strand Synthesis	R-HSA-69109	Reactome	0.0186295519085756	0.417120211026156
205	Removal of the Flap Intermediate	R-HSA-69166	Reactome	0.0186295519085756	0.417120211026156
206	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	R-HSA-110328	Reactome	0.0189203989764371	0.417522265874261
207	Cleavage of the damaged pyrimidine 	R-HSA-110329	Reactome	0.0189203989764371	0.417522265874261
208	Depyrimidination	R-HSA-73928	Reactome	0.0189203989764371	0.417522265874261
209	activated TAK1 mediates p38 MAPK activation	R-HSA-450302	Reactome	0.0191810864515234	0.421249697667428
210	Vitamin A Deficiency	SMP00336	SMPDB	0.020897814411697	0.452792460220682
211	Retinol Metabolism	SMP00074	SMPDB	0.020897814411697	0.452792460220682
212	Synthesis of PC	R-HSA-1483191	Reactome	0.020913290101696	0.452792460220682
213	CD4 T cell receptor signaling	None	INOH	0.0213957024964156	0.461062321401631
214	Metabolism of lipids	R-HSA-556833	Reactome	0.0216488364702154	0.464337193449947
215	TNF receptor signaling pathway 	tnfpathway	PID	0.0226185584303684	0.478869399462339
216	Complex I biogenesis	R-HSA-6799198	Reactome	0.0233406731328856	0.478869399462339
217	rRNA processing	R-HSA-72312	Reactome	0.023394679664662	0.478869399462339
218	Validated nuclear estrogen receptor alpha network	era_genomic_pathway	PID	0.023394679664662	0.478869399462339
219	MAPK Signaling Pathway	WP382	Wikipathways	0.0235076786139901	0.478869399462339
220	Hereditary Coproporphyria (HCP)	SMP00342	SMPDB	0.0238913055505176	0.478869399462339
221	Porphyria Variegata (PV)	SMP00346	SMPDB	0.0238913055505176	0.478869399462339
222	Congenital Erythropoietic Porphyria (CEP) or Gunther Disease	SMP00345	SMPDB	0.0238913055505176	0.478869399462339
223	Acute Intermittent Porphyria	SMP00344	SMPDB	0.0238913055505176	0.478869399462339
224	Porphyrin Metabolism	SMP00024	SMPDB	0.0238913055505176	0.478869399462339
225	the prc2 complex sets long-term gene silencing through modification of histone tails	prc2pathway	BioCarta	0.0238913055505176	0.478869399462339
226	Processive synthesis on the lagging strand	R-HSA-69183	Reactome	0.0238913055505176	0.478869399462339
227	Signaling by EGFR in Cancer	R-HSA-1643713	Reactome	0.0238913055505176	0.478869399462339
228	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	R-HSA-1236382	Reactome	0.0238913055505176	0.478869399462339
229	Signaling by Ligand-Responsive EGFR Variants in Cancer	R-HSA-5637815	Reactome	0.0238913055505176	0.478869399462339
230	Nucleotide excision repair	path:hsa03420	KEGG	0.0254846218176835	0.485891565147243
231	Mercaptopurine Action Pathway	SMP00428	SMPDB	0.0254846218176835	0.485891565147243
232	Azathioprine Action Pathway	SMP00427	SMPDB	0.0254846218176835	0.485891565147243
233	Thioguanine Action Pathway	SMP00430	SMPDB	0.0254846218176835	0.485891565147243
234	XBP1(S) activates chaperone genes	WP3472	Wikipathways	0.0254846218176835	0.485891565147243
235	Mitochondrial protein import	R-HSA-1268020	Reactome	0.0258130192742719	0.485891565147243
236	Signaling events mediated by HDAC Class I	hdac_classi_pathway	PID	0.0259809743473684	0.485891565147243
237	Deadenylation-dependent mRNA decay	R-HSA-429914	Reactome	0.0259809743473684	0.485891565147243
238	Toxoplasmosis	path:hsa05145	KEGG	0.0261303956625119	0.485891565147243
239	Global Genome Nucleotide Excision Repair (GG-NER)	R-HSA-5696399	Reactome	0.0264889777906087	0.485891565147243
240	Sepiapterin reductase deficiency	SMP00491	SMPDB	0.026782258383933	0.485891565147243
241	Segawa syndrome	SMP00490	SMPDB	0.026782258383933	0.485891565147243
242	Pterine Biosynthesis	SMP00005	SMPDB	0.026782258383933	0.485891565147243
243	Dopa-responsive dystonia	SMP00486	SMPDB	0.026782258383933	0.485891565147243
244	Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency	SMP00487	SMPDB	0.026782258383933	0.485891565147243
245	Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps)	SMP00488	SMPDB	0.026782258383933	0.485891565147243
246	Hyperphenylalaninemia due to dhpr-deficiency	SMP00489	SMPDB	0.026782258383933	0.485891565147243
247	ATR Signaling	WP3875	Wikipathways	0.026782258383933	0.485891565147243
248	Heme Biosynthesis	WP561	Wikipathways	0.026782258383933	0.485891565147243
249	heme biosynthesis	PWY-5920	HumanCyc	0.026782258383933	0.485891565147243
250	spliceosomal assembly	smpathway	BioCarta	0.026782258383933	0.485891565147243
251	MET activates RAP1 and RAC1	R-HSA-8875555	Reactome	0.026782258383933	0.485891565147243
252	Frs2-mediated activation	R-HSA-170968	Reactome	0.026782258383933	0.485891565147243
253	glycogenolysis	PWY-5941	HumanCyc	0.026782258383933	0.485891565147243
254	HIV Life Cycle	R-HSA-162587	Reactome	0.0271340756444107	0.488061390946638
255	NF-kappa B signaling pathway	path:hsa04064	KEGG	0.0273271846347028	0.488061390946638
256	Toll Like Receptor 9 (TLR9) Cascade	R-HSA-168138	Reactome	0.0273271846347028	0.488061390946638
257	Mitochondrial translation	R-HSA-5368287	Reactome	0.0273271846347028	0.488061390946638
258	Ibuprofen Metabolism Pathway	SMP00590	SMPDB	0.0279326388169279	0.492922417090964
259	EBV LMP1 signaling	WP262	Wikipathways	0.0279326388169279	0.492922417090964
260	Canonical NF-kappaB pathway	nfkappabcanonicalpathway	PID	0.0279326388169279	0.492922417090964
261	Nectin adhesion pathway	nectin_pathway	PID	0.0284584837754043	0.492922417090964
262	Regulation of p38-alpha and p38-beta	p38alphabetapathway	PID	0.0284584837754043	0.492922417090964
263	Regulation of cholesterol biosynthesis by SREBP (SREBF)	R-HSA-1655829	Reactome	0.0284584837754043	0.492922417090964
264	Folate metabolism	None	INOH	0.0284584837754043	0.492922417090964
265	Recognition of DNA damage by PCNA-containing replication complex	R-HSA-110314	Reactome	0.0284584837754043	0.492922417090964
266	KSRP (KHSRP) binds and destabilizes mRNA	R-HSA-450604	Reactome	0.0299642749284582	0.51530128301295
267	TGF-beta super family signaling pathway canonical	None	INOH	0.0300408923843537	0.51530128301295
268	Signaling by NTRK1 (TRKA)	R-HSA-187037	Reactome	0.0300873080277714	0.51530128301295
269	CLEC7A (Dectin-1) signaling	R-HSA-5607764	Reactome	0.0310199071770411	0.528774651652664
270	ATF6 (ATF6-alpha) activates chaperones	R-HSA-381033	Reactome	0.0319108014178187	0.528774651652664
271	cardiolipin biosynthesis	PWY-5269	HumanCyc	0.0319108014178187	0.528774651652664
272	eumelanin biosynthesis	PWY-6498	HumanCyc	0.0319108014178187	0.528774651652664
273	ahr signal transduction pathway	ahrpathway	BioCarta	0.0319108014178187	0.528774651652664
274	transcriptional activation of dbpb from mrna	dbpbpathway	BioCarta	0.0319108014178187	0.528774651652664
275	Activated NTRK2 signals through PLCG1	R-HSA-9026527	Reactome	0.0319108014178187	0.528774651652664
276	Resolution of AP sites via the single-nucleotide replacement pathway	R-HSA-110381	Reactome	0.0319108014178187	0.528774651652664
277	Transcription from mitochondrial promoters	R-HSA-75944	Reactome	0.0319108014178187	0.528774651652664
278	Noncanonical Wnt signaling pathway	wnt_noncanonical_pathway	PID	0.0328249703091157	0.538095048995861
279	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	R-HSA-445989	Reactome	0.0328249703091157	0.538095048995861
280	Termination of translesion DNA synthesis	R-HSA-5656169	Reactome	0.0328249703091157	0.538095048995861
281	Calnexin/calreticulin cycle	R-HSA-901042	Reactome	0.033119134682401	0.53906676663908
282	tumor suppressor arf inhibits ribosomal biogenesis	arfpathway	BioCarta	0.033119134682401	0.53906676663908
283	NOD-like receptor signaling pathway	path:hsa04621	KEGG	0.0333413276323461	0.540765702588228
284	Sterol Regulatory Element-Binding Proteins (SREBP) signalling	WP1982	Wikipathways	0.0341343804117446	0.551678894682774
285	Toll Like Receptor 3 (TLR3) Cascade	R-HSA-168164	Reactome	0.0342820581384306	0.552121567913672
286	Nucleotide-binding Oligomerization Domain (NOD) pathway	WP1433	Wikipathways	0.0350157913194985	0.560008648628913
287	Dual Incision in GG-NER	R-HSA-5696400	Reactome	0.0350157913194985	0.560008648628913
288	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	R-HSA-446193	Reactome	0.0355974780780765	0.565761087378034
289	Circadian Clock	WP1797	Wikipathways	0.036115032375112	0.565761087378034
