pathway	external_id	source	pvalue	fdr
180	Herpes simplex infection	path:hsa05168	KEGG	0.154008243756493	1
181	mRNA Splicing	R-HSA-72172	Reactome	0.155324940617982	1
182	Basal transcription factors	path:hsa03022	KEGG	0.156591215328456	1
183	TGF-Ncore	None	Signalink	0.156591215328456	1
184	Intra-Golgi traffic	R-HSA-6811438	Reactome	0.156591215328456	1
185	Regulation of RhoA activity	rhoa_reg_pathway	PID	0.159782738260644	1
186	RNA Polymerase II Promoter Escape	R-HSA-73776	Reactome	0.159782738260644	1
187	Fanconi anemia pathway	fanconi_pathway	PID	0.159782738260644	1
188	Glycosphingolipid metabolism	R-HSA-1660662	Reactome	0.159782738260644	1
189	Nucleotide excision repair	path:hsa03420	KEGG	0.162962429782518	1
190	RNA Polymerase II HIV Promoter Escape	R-HSA-167162	Reactome	0.162962429782518	1
191	RNA Polymerase II Transcription Initiation	R-HSA-75953	Reactome	0.162962429782518	1
192	RNA Polymerase II Transcription Initiation And Promoter Clearance	R-HSA-76042	Reactome	0.162962429782518	1
193	HIV Transcription Initiation	R-HSA-167161	Reactome	0.162962429782518	1
194	Transcriptional regulation of white adipocyte differentiation	R-HSA-381340	Reactome	0.162962429782518	1
195	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	R-HSA-73779	Reactome	0.162962429782518	1
196	Transcriptional Regulation by TP53	R-HSA-3700989	Reactome	0.163838497969317	1
197	Exercise-induced Circadian Regulation	WP410	Wikipathways	0.166130332844282	1
198	IL5	Pathway_IL5	NetPath	0.166130332844282	1
199	RNA Polymerase I Transcription Initiation	R-HSA-73762	Reactome	0.166130332844282	1
200	il-2 receptor beta chain in t cell activation	il2rbpathway	BioCarta	0.166130332844282	1
201	HIV Infection	R-HSA-162906	Reactome	0.167272769690019	1
202	Arginine and proline metabolism	path:hsa00330	KEGG	0.169286490243527	1
203	IL-3 Signaling Pathway	WP286	Wikipathways	0.169286490243527	1
204	Focal Adhesion	WP306	Wikipathways	0.171291772370008	1
205	TGF-beta receptor signaling	tgfbrpathway	PID	0.172430944625765	1
206	Focal adhesion	path:hsa04510	KEGG	0.172635197851574	1
207	IL3	Pathway_IL3	NetPath	0.175563738484954	1
208	Cytosolic sensors of pathogen-associated DNA 	R-HSA-1834949	Reactome	0.175563738484954	1
209	Aminosugars metabolism	Aminosugars metabolism	EHMN	0.175563738484954	1
210	RNA Polymerase II Transcription	R-HSA-73857	Reactome	0.176313063424524	1
211	Metabolism of RNA	R-HSA-8953854	Reactome	0.17708171392411	1
212	snRNP Assembly	R-HSA-191859	Reactome	0.178684914164026	1
213	Signaling events mediated by Stem cell factor receptor (c-Kit)	kitpathway	PID	0.178684914164026	1
214	Metabolism of non-coding RNA	R-HSA-194441	Reactome	0.178684914164026	1
215	mRNA Splicing - Minor Pathway	R-HSA-72165	Reactome	0.178684914164026	1
216	Mitochondrial biogenesis	R-HSA-1592230	Reactome	0.181794513855416	1
217	Rap1 signaling pathway	path:hsa04015	KEGG	0.182088509370524	1
218	Signaling by PTK6	R-HSA-8848021	Reactome	0.184892579601578	1
219	Interferon type I signaling pathways	WP585	Wikipathways	0.184892579601578	1
220	Pyruvate metabolism and Citric Acid (TCA) cycle	R-HSA-71406	Reactome	0.184892579601578	1
221	Signaling by PDGF	R-HSA-186797	Reactome	0.184892579601578	1
222	Signaling by Non-Receptor Tyrosine Kinases	R-HSA-9006927	Reactome	0.184892579601578	1
223	Copper homeostasis	WP3286	Wikipathways	0.187979153295513	1
224	Arginine Proline metabolism	None	INOH	0.187979153295513	1
225	Human immunodeficiency virus 1 infection	path:hsa05170	KEGG	0.190254408615703	1
226	DDX58/IFIH1-mediated induction of interferon-alpha/beta	R-HSA-168928	Reactome	0.191054276681287	1
227	Deadenylation-dependent mRNA decay	R-HSA-429914	Reactome	0.191054276681287	1
228	Regulation of actin cytoskeleton	path:hsa04810	KEGG	0.191620556017401	1
229	C21-steroid hormone biosynthesis and metabolism	C21-steroid hormone biosynthesis and metabolism	EHMN	0.194117991354545	1
230	Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	Reactome	0.194117991354545	1
231	Kit receptor signaling pathway	WP304	Wikipathways	0.200211360207114	1
232	MET in type 1 papillary renal cell carcinoma	WP4205	Wikipathways	0.200211360207114	1
233	SHP2 signaling	shp2_pathway	PID	0.200211360207114	1
234	Interleukin-1 signaling	R-HSA-9020702	Reactome	0.203241096840268	1
235	Human cytomegalovirus infection	path:hsa05163	KEGG	0.208115061970496	1
236	Longevity regulating pathway - multiple species	path:hsa04213	KEGG	0.209266879556435	1
237	Signaling events mediated by focal adhesion kinase	fak_pathway	PID	0.209266879556435	1
238	MECP2 and Associated Rett Syndrome	WP3584	Wikipathways	0.212263007216637	1
239	Neurotrophic factor-mediated Trk receptor signaling	trkrpathway	PID	0.212263007216637	1
240	Genotoxicity pathway	WP4286	Wikipathways	0.215248013221307	1
241	Semaphorin interactions	R-HSA-373755	Reactome	0.215248013221307	1
242	Renin secretion	path:hsa04924	KEGG	0.218221937997189	1
243	Shigellosis	path:hsa05131	KEGG	0.218221937997189	1
244	Mitochondrial protein import	R-HSA-1268020	Reactome	0.218221937997189	1
245	Neddylation	R-HSA-8951664	Reactome	0.220588766161818	1
246	Acute myeloid leukemia	path:hsa05221	KEGG	0.221184821827195	1
247	Aminoacyl-tRNA biosynthesis	path:hsa00970	KEGG	0.221184821827195	1
248	Glycolysis and Gluconeogenesis	Glycolysis and Gluconeogenesis	EHMN	0.221184821827195	1
249	Long-term potentiation	path:hsa04720	KEGG	0.2241367048509	1
250	Cleavage of Growing Transcript in the Termination Region 	R-HSA-109688	Reactome	0.2241367048509	1
251	RNA Polymerase II Transcription Termination	R-HSA-73856	Reactome	0.2241367048509	1
252	Signaling by TGF-beta Receptor Complex	R-HSA-170834	Reactome	0.2241367048509	1
253	Amphetamine addiction	path:hsa05031	KEGG	0.227077627065049	1
254	Sterol Regulatory Element-Binding Proteins (SREBP) signalling	WP1982	Wikipathways	0.227077627065049	1
255	DNA Damage Response	WP707	Wikipathways	0.227077627065049	1
256	Signaling events mediated by VEGFR1 and VEGFR2	vegfr1_2_pathway	PID	0.227077627065049	1
257	Regulation of Telomerase	telomerasepathway	PID	0.227077627065049	1
258	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	Reactome	0.227077627065049	1
259	HDR through Homologous Recombination (HRR)	R-HSA-5685942	Reactome	0.227077627065049	1
260	Processing of Capped Intron-Containing Pre-mRNA	R-HSA-72203	Reactome	0.228942812554485	1
261	Organelle biogenesis and maintenance	R-HSA-1852241	Reactome	0.228942812554485	1
262	Renal cell carcinoma	path:hsa05211	KEGG	0.230007628324047	1
263	Glycosphingolipid metabolism	Glycosphingolipid metabolism	EHMN	0.230007628324047	1
264	COPII-mediated vesicle transport	R-HSA-204005	Reactome	0.230007628324047	1
265	Dual incision in TC-NER	R-HSA-6782135	Reactome	0.230007628324047	1
266	Generic Transcription Pathway	R-HSA-212436	Reactome	0.231158773013009	1
267	KitReceptor	Pathway_KitReceptor	NetPath	0.232926748340459	1
268	TCR	Pathway_TCR	NetPath	0.234525992958528	1
269	Glioma	path:hsa05214	KEGG	0.235835026685501	1
270	Adherens junction	path:hsa04520	KEGG	0.238732502789533	1
271	TCR signaling	R-HSA-202403	Reactome	0.238732502789533	1
272	Infectious disease	R-HSA-5663205	Reactome	0.244317914584466	1
273	Bacterial invasion of epithelial cells	path:hsa05100	KEGG	0.244495205294678	1
274	RMTs methylate histone arginines	R-HSA-3214858	Reactome	0.244495205294678	1
275	Immune System	R-HSA-168256	Reactome	0.244875967774092	1
276	EGFR1	Pathway_EGFR1	NetPath	0.245403291145229	1
277	Gastric acid secretion	path:hsa04971	KEGG	0.247360509856641	1
278	Transcription of the HIV genome	R-HSA-167172	Reactome	0.247360509856641	1
279	Signaling by Interleukins	R-HSA-449147	Reactome	0.248521148740384	1
280	Chronic myeloid leukemia	path:hsa05220	KEGG	0.250215168500268	1
281	Pertussis	path:hsa05133	KEGG	0.250215168500268	1
282	Signaling by NTRK1 (TRKA)	R-HSA-187037	Reactome	0.250215168500268	1
283	IL2	Pathway_IL2	NetPath	0.250215168500268	1
284	Regulation of nuclear SMAD2/3 signaling	smad2_3nuclearpathway	PID	0.253059219958969	1
285	Interleukin-1 family signaling	R-HSA-446652	Reactome	0.253059219958969	1
286	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	R-HSA-427389	Reactome	0.255892702828211	1
287	Glycine, serine, alanine and threonine metabolism	Glycine, serine, alanine and threonine metabolism	EHMN	0.255892702828211	1
288	Methionine and cysteine metabolism	Methionine and cysteine metabolism	EHMN	0.255892702828211	1
289	RNA degradation	path:hsa03018	KEGG	0.258715655566011	1
290	Post-translational protein modification	R-HSA-597592	Reactome	0.260202102489221	1
291	Glucocorticoid receptor regulatory network	reg_gr_pathway	PID	0.261528116493403	1
292	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	Reactome	0.264330123794922	1
293	COPI-dependent Golgi-to-ER retrograde traffic	R-HSA-6811434	Reactome	0.26712171551908	1
294	Global Genome Nucleotide Excision Repair (GG-NER)	R-HSA-5696399	Reactome	0.272673803752071	1
295	Chromatin modifying enzymes	R-HSA-3247509	Reactome	0.273786213290403	1
296	Chromatin organization	R-HSA-4839726	Reactome	0.273786213290403	1
297	ErbB signaling pathway	path:hsa04012	KEGG	0.275434375682059	1
298	RNA Polymerase II Pre-transcription Events	R-HSA-674695	Reactome	0.278184682877936	1
299	Transport of bile salts and organic acids, metal ions and amine compounds	R-HSA-425366	Reactome	0.278184682877936	1
300	TP53 Regulates Metabolic Genes	R-HSA-5628897	Reactome	0.278184682877936	1
301	MyD88 cascade initiated on plasma membrane	R-HSA-975871	Reactome	0.280924762715167	1
302	Toll Like Receptor 10 (TLR10) Cascade	R-HSA-168142	Reactome	0.280924762715167	1
303	Toll Like Receptor 5 (TLR5) Cascade	R-HSA-168176	Reactome	0.280924762715167	1
304	Androgen and estrogen biosynthesis and metabolism	Androgen and estrogen biosynthesis and metabolism	EHMN	0.280924762715167	1
305	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	R-HSA-975138	Reactome	0.283654652436013	1
306	Androgen receptor signaling pathway	WP138	Wikipathways	0.286374389149994	1
307	miRNA Regulation of DNA Damage Response	WP1530	Wikipathways	0.286374389149994	1
308	Signaling by NTRKs	R-HSA-166520	Reactome	0.286374389149994	1
309	Fc gamma R-mediated phagocytosis	path:hsa04666	KEGG	0.289084009834353	1
310	Salivary secretion	path:hsa04970	KEGG	0.289084009834353	1
311	Toll Like Receptor 7/8 (TLR7/8) Cascade	R-HSA-168181	Reactome	0.289084009834353	1
312	MyD88 dependent cascade initiated on endosome	R-HSA-975155	Reactome	0.289084009834353	1
313	RAB GEFs exchange GTP for GDP on RABs	R-HSA-8876198	Reactome	0.291783551334516	1
314	Sphingolipid metabolism	R-HSA-428157	Reactome	0.291783551334516	1
315	Asparagine N-linked glycosylation	R-HSA-446203	Reactome	0.29343768466484	1
316	ErbB Signaling Pathway	WP673	Wikipathways	0.294473050364557	1
317	T-Cell antigen Receptor (TCR) Signaling Pathway	WP69	Wikipathways	0.294473050364557	1
318	GnRH signaling pathway	path:hsa04912	KEGG	0.297152543507646	1
319	B-WICH complex positively regulates rRNA expression	R-HSA-5250924	Reactome	0.297152543507646	1
320	Toll Like Receptor 9 (TLR9) Cascade	R-HSA-168138	Reactome	0.299822067216516	1
321	Post-translational modification: synthesis of GPI-anchored proteins	R-HSA-163125	Reactome	0.299822067216516	1
322	G2/M DNA damage checkpoint	R-HSA-69473	Reactome	0.30248165781391	1
323	Aldosterone synthesis and secretion	path:hsa04925	KEGG	0.305131351493042	1
324	Circadian entrainment	path:hsa04713	KEGG	0.305131351493042	1
325	Signaling by TGF-beta family members	R-HSA-9006936	Reactome	0.305131351493042	1
326	Deubiquitination	R-HSA-5688426	Reactome	0.307443357741889	1
327	Toll Like Receptor 3 (TLR3) Cascade	R-HSA-168164	Reactome	0.307771184318041	1
328	Chaperonin-mediated protein folding	R-HSA-390466	Reactome	0.307771184318041	1
