pathway	external_id	source	pvalue	fdr
53	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	WP3932	Wikipathways	0.0232538139122654	1
54	Pyrimidine metabolism	WP4022	Wikipathways	0.0235614877522137	1
55	Fructose and mannose metabolism	path:hsa00051	KEGG	0.0241080670235728	1
56	Signaling by NOTCH2	R-HSA-1980145	Reactome	0.0241080670235728	1
57	Retinoblastoma Gene in Cancer	WP2446	Wikipathways	0.0273629860715733	1
58	Tyrosine metabolism	path:hsa00350	KEGG	0.0283626693763018	1
59	Valine, leucine and isoleucine biosynthesis	path:hsa00290	KEGG	0.0289284196921629	1
60	UTP and CTP dephosphorylation II	PWY-7177	HumanCyc	0.0289284196921629	1
61	thioredoxin pathway	THIOREDOX-PWY	HumanCyc	0.0289284196921629	1
62	RORA activates gene expression	R-HSA-1368082	Reactome	0.0289284196921629	1
63	Dopamine clearance from the synaptic cleft	R-HSA-379401	Reactome	0.0289284196921629	1
64	Sphingolipid metabolism	R-HSA-428157	Reactome	0.0289699004976632	1
65	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	R-HSA-8936459	Reactome	0.0297918023186477	1
66	Organelle biogenesis and maintenance	R-HSA-1852241	Reactome	0.0312446184376967	1
67	Gamma carboxylation, hypusine formation and arylsulfatase activation	R-HSA-163841	Reactome	0.0328937541892547	1
68	Glycine, serine and threonine metabolism	path:hsa00260	KEGG	0.034463159723165	1
69	Succinyl CoA: 3-ketoacid CoA transferase deficiency	SMP00569	SMPDB	0.036030174898417	1
70	Ketone Body Metabolism	SMP00071	SMPDB	0.036030174898417	1
71	Signaling by ERBB4	WP2781	Wikipathways	0.036030174898417	1
72	Synthesis and Degradation of Ketone Bodies	WP311	Wikipathways	0.036030174898417	1
73	Keratan sulfate degradation	R-HSA-2022857	Reactome	0.036030174898417	1
74	hiv-1 defeats host-mediated resistance by cem15	vifpathway	BioCarta	0.036030174898417	1
75	glycine betaine degradation	PWY-3661-1	HumanCyc	0.036030174898417	1
76	Threonine catabolism	R-HSA-8849175	Reactome	0.036030174898417	1
77	fructose 2,6-bisphosphate synthesis	PWY66-423	HumanCyc	0.036030174898417	1
78	RNA transport	path:hsa03013	KEGG	0.0366143968197345	1
79	N-Glycan biosynthesis	N-Glycan biosynthesis	EHMN	0.0376875324542629	1
80	Pyrimidine metabolism	path:hsa00240	KEGG	0.0377385286368767	1
81	Stimuli-sensing channels	R-HSA-2672351	Reactome	0.0386820841411472	1
82	Signaling by ERBB4	R-HSA-1236394	Reactome	0.0410227239496632	1
83	Glycolysis Gluconeogenesis	None	INOH	0.0427306735531179	1
84	Metabolism	R-HSA-1430728	Reactome	0.0429030951999142	1
85	Transport and synthesis of PAPS	R-HSA-174362	Reactome	0.0430805354638691	1
86	Choline catabolism	R-HSA-6798163	Reactome	0.0430805354638691	1
87	2,-deoxy-&alpha;-D-ribose 1-phosphate degradation	PWY-7180	HumanCyc	0.0430805354638691	1
88	threonine degradation	PWY66-428	HumanCyc	0.0430805354638691	1
89	Glycosphingolipid metabolism	R-HSA-1660662	Reactome	0.0444648948769665	1
90	Transcriptional regulation of white adipocyte differentiation	R-HSA-381340	Reactome	0.0462249214712606	1
91	Valine, leucine and isoleucine degradation	path:hsa00280	KEGG	0.0480102921742665	1
92	N-Glycan biosynthesis	path:hsa00510	KEGG	0.0498205510614201	1
93	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	EHMN	0.0498205510614201	1
94	Activation of C3 and C5	R-HSA-174577	Reactome	0.0500798693975714	1
95	srebp control of lipid synthesis	s1ppathway	BioCarta	0.0500798693975714	1
96	APOBEC3G mediated resistance to HIV-1 infection	R-HSA-180689	Reactome	0.0500798693975714	1
97	superpathway of choline degradation to L-serine	PWY66-414	HumanCyc	0.0500798693975714	1
98	metabolism of anandamide an endogenous cannabinoid	cb1rpathway	BioCarta	0.0500798693975714	1
99	coenzyme A biosynthesis	COA-PWY-1	HumanCyc	0.0500798693975714	1
100	Thyroid hormone signaling pathway	path:hsa04919	KEGG	0.0531340505686791	1
101	Pyrimidine nucleotides nucleosides metabolism	None	INOH	0.0535139355726455	1
102	Signaling by NOTCH	R-HSA-157118	Reactome	0.0565256919460516	1
103	Butyrate Metabolism	SMP00073	SMPDB	0.0570285421016008	1
104	Dual hijack model of Vif in HIV infection	WP3300	Wikipathways	0.0570285421016008	1
105	Coenzyme A biosynthesis	R-HSA-196783	Reactome	0.0570285421016008	1
106	Synthesis of diphthamide-EEF2	R-HSA-5358493	Reactome	0.0570285421016008	1
107	CREB3 factors activate genes	R-HSA-8874211	Reactome	0.0570285421016008	1
108	Synthesis of Ketone Bodies	R-HSA-77111	Reactome	0.0570285421016008	1
109	Terminal pathway of complement	R-HSA-166665	Reactome	0.0570285421016008	1
110	ketogenesis	PWY66-367	HumanCyc	0.0570285421016008	1
111	Constitutive Signaling by NOTCH1 PEST Domain Mutants	R-HSA-2644606	Reactome	0.059229571164153	1
112	Signaling by NOTCH1 PEST Domain Mutants in Cancer	R-HSA-2644602	Reactome	0.059229571164153	1
113	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	R-HSA-2894862	Reactome	0.059229571164153	1
114	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	R-HSA-2894858	Reactome	0.059229571164153	1
115	Signaling by NOTCH1 in Cancer	R-HSA-2644603	Reactome	0.059229571164153	1
116	Signaling events mediated by HDAC Class I	hdac_classi_pathway	PID	0.0631520114010052	1
117	Threonine and 2-Oxobutanoate Degradation	SMP00452	SMPDB	0.0639269163893222	1
118	cycling of ran in nucleocytoplasmic transport	ranpathway	BioCarta	0.0639269163893222	1
119	A third proteolytic cleavage releases NICD	R-HSA-157212	Reactome	0.0639269163893222	1
120	Transport of nucleotide sugars	R-HSA-727802	Reactome	0.0639269163893222	1
121	Synthesis of PG	R-HSA-1483148	Reactome	0.0639269163893222	1
122	Type I hemidesmosome assembly	R-HSA-446107	Reactome	0.0639269163893222	1
123	Macroautophagy	R-HSA-1632852	Reactome	0.0651455744464473	1
124	Ciliary landscape	WP4352	Wikipathways	0.0707430005292658	1
125	Synthesis and degradation of ketone bodies	path:hsa00072	KEGG	0.0707753525035321	1
126	Gemcitabine Pathway, Pharmacodynamics	PA2036	PharmGKB	0.0707753525035321	1
127	Liver X Receptor Pathway	WP2874	Wikipathways	0.0707753525035321	1
128	putrescine degradation III	PWY-0	HumanCyc	0.0707753525035321	1
129	alternative complement pathway	alternativepathway	BioCarta	0.0707753525035321	1
130	Ketone body metabolism	R-HSA-74182	Reactome	0.0707753525035321	1
131	Neurotransmitter clearance	R-HSA-112311	Reactome	0.0707753525035321	1
132	Vif-mediated degradation of APOBEC3G	R-HSA-180585	Reactome	0.0707753525035321	1
133	Dopaminergic synapse	path:hsa04728	KEGG	0.0710861946361482	1
134	Post-translational protein modification	R-HSA-597592	Reactome	0.0753040496229741	1
135	TLR JNK	None	INOH	0.0754205197158851	1
136	IL-1 JNK	None	INOH	0.0754205197158851	1
137	Pyrimidine metabolism	Pyrimidine metabolism	EHMN	0.0762806717777338	1
138	TLR p38	None	INOH	0.0775341562272621	1
139	Valproic Acid Metabolism Pathway	SMP00635	SMPDB	0.0775742081344748	1
140	NOTCH-Core	None	Signalink	0.0775742081344748	1
141	HDAC6 interactions	WP3987	Wikipathways	0.0775742081344748	1
142	Alpha6 beta4 integrin-ligand interactions	integrin4_pathway	PID	0.0775742081344748	1
143	role of ran in mitotic spindle regulation	ranmspathway	BioCarta	0.0775742081344748	1
144	granzyme a mediated apoptosis pathway	setpathway	BioCarta	0.0775742081344748	1
145	Sodium/Calcium exchangers	R-HSA-425561	Reactome	0.0775742081344748	1
146	apoptotic dna-fragmentation and tissue homeostasis	dnafragmentpathway	BioCarta	0.0775742081344748	1
147	Regulated proteolysis of p75NTR	R-HSA-193692	Reactome	0.0775742081344748	1
148	Glycerophospholipid metabolism	Glycerophospholipid metabolism	EHMN	0.0776050055416599	1
149	Purine metabolism	Purine metabolism	EHMN	0.0796343123603144	1
150	Peroxisomal protein import	R-HSA-9033241	Reactome	0.0796664371532972	1
151	mTOR signaling pathway	mtor_4pathway	PID	0.0796664371532972	1
152	IL-1 NFkB	None	INOH	0.0796664371532972	1
153	IL-1 p38	None	INOH	0.0839854218248999	1
154	Ammonia Recycling	SMP00009	SMPDB	0.0843238384377356	1
155	Pyrimidine catabolism	R-HSA-73621	Reactome	0.0843238384377356	1
156	mechanism of protein import into the nucleus	npcpathway	BioCarta	0.0843238384377356	1
157	lectin induced complement pathway	lectinpathway	BioCarta	0.0843238384377356	1
158	Unwinding of DNA	R-HSA-176974	Reactome	0.0843238384377356	1
159	Signaling by NOTCH4	R-HSA-1980150	Reactome	0.0843238384377356	1
160	TNF	None	INOH	0.0861713814034563	1
161	Glycolysis / Gluconeogenesis	path:hsa00010	KEGG	0.088374496976089	1
162	Sterol Regulatory Element-Binding Proteins (SREBP) signalling	WP1982	Wikipathways	0.088374496976089	1
163	TLR NFkB	None	INOH	0.0905944073104197	1
164	Glycosphingolipid metabolism	Glycosphingolipid metabolism	EHMN	0.0905944073104197	1
165	sarcosine oncometabolite pathway 	SMP02313	SMPDB	0.0910245960520021	1
166	Gemcitabine Action Pathway	SMP00446	SMPDB	0.0910245960520021	1
167	Gemcitabine Metabolism Pathway	SMP00603	SMPDB	0.0910245960520021	1
168	Valproic acid pathway	WP3871	Wikipathways	0.0910245960520021	1
169	Transcriptional cascade regulating adipogenesis	WP4211	Wikipathways	0.0910245960520021	1
170	noradrenaline and adrenaline degradation	PWY-6342	HumanCyc	0.0910245960520021	1
171	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	R-HSA-3134963	Reactome	0.0910245960520021	1
172	The activation of arylsulfatases	R-HSA-1663150	Reactome	0.0910245960520021	1
173	O2/CO2 exchange in erythrocytes	R-HSA-1480926	Reactome	0.0910245960520021	1
174	Activation of DNA fragmentation factor	R-HSA-211227	Reactome	0.0910245960520021	1
175	Apoptosis induced DNA fragmentation	R-HSA-140342	Reactome	0.0910245960520021	1
176	UTP and CTP de novo biosynthesis	PWY-7176	HumanCyc	0.0910245960520021	1
177	RHO GTPases Activate NADPH Oxidases	R-HSA-5668599	Reactome	0.0910245960520021	1
178	ERKs are inactivated	R-HSA-202670	Reactome	0.0910245960520021	1
179	Phenylalanine degradation	None	INOH	0.0910245960520021	1
180	Erythrocytes take up carbon dioxide and release oxygen	R-HSA-1237044	Reactome	0.0910245960520021	1
181	Advanced glycosylation endproduct receptor signaling	R-HSA-879415	Reactome	0.0910245960520021	1
182	Glycolysis	R-HSA-70171	Reactome	0.0928307554379644	1
183	Hedgehog	None	INOH	0.0973513582669604	1
184	classical complement pathway	classicpathway	BioCarta	0.0976768311167168	1
185	Vitamin B5 (pantothenate) metabolism	R-HSA-199220	Reactome	0.0976768311167168	1
186	Signaling by NOTCH1	R-HSA-1980143	Reactome	0.099634919975318	1
187	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	WP3969	Wikipathways	0.104280891289591	1
188	Interleukin-4 and 13 signaling	R-HSA-6785807	Reactome	0.104280891289591	1
189	Arf6 downstream pathway	arf6downstreampathway	PID	0.104280891289591	1
190	Sumoylation by RanBP2 regulates transcriptional repression	ranbp2pathway	PID	0.104280891289591	1
191	estrogen responsive protein efp controls cell cycle and breast tumors growth	efppathway	BioCarta	0.104280891289591	1
192	superpathway of pyrimidine ribonucleotides de novo biosynthesis	PWY0-162	HumanCyc	0.104280891289591	1
193	Metabolism of lipids	R-HSA-556833	Reactome	0.108753655541747	1
194	Cori Cycle	WP1946	Wikipathways	0.110837121764011	1
195	Hedgehog Signaling Pathway	WP47	Wikipathways	0.110837121764011	1
196	ID signaling pathway	WP53	Wikipathways	0.110837121764011	1
197	NRIF signals cell death from the nucleus	R-HSA-205043	Reactome	0.110837121764011	1
198	Glycosphingolipid biosynthesis - neolactoseries	Glycosphingolipid biosynthesis - neolactoseries	EHMN	0.110837121764011	1
199	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	R-HSA-446193	Reactome	0.111271839007881	1
200	Glycine, serine, alanine and threonine metabolism	Glycine, serine, alanine and threonine metabolism	EHMN	0.111271839007881	1
201	Methionine and cysteine metabolism	Methionine and cysteine metabolism	EHMN	0.111271839007881	1
202	Transport of small molecules	R-HSA-382551	Reactome	0.112271427350595	1
203	Phenylalanine metabolism	path:hsa00360	KEGG	0.117345865286311	1
204	Selenocompound metabolism	path:hsa00450	KEGG	0.117345865286311	1
205	Butanoate metabolism	None	INOH	0.117345865286311	1
206	Amyloid fiber formation	R-HSA-977225	Reactome	0.118417530273204	1
207	ECM-receptor interaction	path:hsa04512	KEGG	0.120824784296397	1
208	Peroxisome	path:hsa04146	KEGG	0.123244204956394	1
209	COPI-mediated anterograde transport	R-HSA-6807878	Reactome	0.123244204956394	1
210	Lamivudine Pathway, Pharmacokinetics/Pharmacodynamics	PA165860384	PharmGKB	0.123807462172942	1
211	Lamivudine Metabolism Pathway	SMP00649	SMPDB	0.123807462172942	1
212	SREBF and miR33 in cholesterol and lipid homeostasis	WP2011	Wikipathways	0.123807462172942	1
213	Estrogen metabolism	WP697	Wikipathways	0.123807462172942	1
214	mets affect on macrophage differentiation	etspathway	BioCarta	0.123807462172942	1
215	Protein methylation	R-HSA-8876725	Reactome	0.123807462172942	1
216	Glycosphingolipid biosynthesis - globoseries	Glycosphingolipid biosynthesis - globoseries	EHMN	0.123807462172942	1
217	Metabolism of carbohydrates	R-HSA-71387	Reactome	0.126602839146766	1
218	Insulin secretion	path:hsa04911	KEGG	0.128118343814231	1
219	C-MYB transcription factor network	cmyb_pathway	PID	0.128118343814231	1
220	Pantothenate and CoA biosynthesis	path:hsa00770	KEGG	0.130222250327502	1
221	Phase 4 - resting membrane potential	R-HSA-5576886	Reactome	0.130222250327502	1
222	Purine catabolism	R-HSA-74259	Reactome	0.130222250327502	1
223	Prostacyclin signalling through prostacyclin receptor	R-HSA-392851	Reactome	0.130222250327502	1
224	Pathways in clear cell renal cell carcinoma	WP4018	Wikipathways	0.130572469971063	1
225	MyD88 cascade initiated on plasma membrane	R-HSA-975871	Reactome	0.133037578609738	1
226	Toll Like Receptor 10 (TLR10) Cascade	R-HSA-168142	Reactome	0.133037578609738	1
227	Toll Like Receptor 5 (TLR5) Cascade	R-HSA-168176	Reactome	0.133037578609738	1
228	Androgen and estrogen biosynthesis and metabolism	Androgen and estrogen biosynthesis and metabolism	EHMN	0.133037578609738	1
229	Purine metabolism	path:hsa00230	KEGG	0.13311982365206	1
230	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	R-HSA-975138	Reactome	0.135513382691489	1
231	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	R-HSA-400206	Reactome	0.136590565257666	1
232	Aminosugars metabolism	None	INOH	0.136590565257666	1
233	lissencephaly gene (lis1) in neuronal migration and development	lis1pathway	BioCarta	0.136590565257666	1
234	Syndecan interactions	R-HSA-3000170	Reactome	0.136590565257666	1
235	G beta:gamma signalling through PLC beta	R-HSA-418217	Reactome	0.136590565257666	1
236	Mitochondrial calcium ion transport	R-HSA-8949215	Reactome	0.136590565257666	1
237	Host Interactions of HIV factors	R-HSA-162909	Reactome	0.13799959870574	1
238	Toll Like Receptor 7/8 (TLR7/8) Cascade	R-HSA-168181	Reactome	0.140495946634782	1
239	MyD88 dependent cascade initiated on endosome	R-HSA-975155	Reactome	0.140495946634782	1
240	Glucose metabolism	R-HSA-70326	Reactome	0.140495946634782	1
241	Valproic Acid Pathway, Pharmacokinetics	PA165964265	PharmGKB	0.142912740091991	1
242	Regulation of Apoptosis by Parathyroid Hormone-related Protein	WP3872	Wikipathways	0.142912740091991	1
243	Unfolded Protein Response (UPR)	R-HSA-381119	Reactome	0.142912740091991	1
244	HS-GAG degradation	R-HSA-2024096	Reactome	0.142912740091991	1
245	Presynaptic function of Kainate receptors	R-HSA-500657	Reactome	0.142912740091991	1
246	phosphoinositides and their downstream targets	ptdinspathway	BioCarta	0.142912740091991	1
247	Amino Acid metabolism	WP3925	Wikipathways	0.143002149918763	1
248	Ion channel transport	R-HSA-983712	Reactome	0.143171873315397	1
249	Alcoholism	path:hsa05034	KEGG	0.144871617437727	1
250	Small cell lung cancer	path:hsa05222	KEGG	0.148043033393544	1
251	Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	EHMN	0.148043033393544	1
252	Formation of the beta-catenin:TCF transactivating complex	R-HSA-201722	Reactome	0.148043033393544	1
253	Other types of O-glycan biosynthesis	path:hsa00514	KEGG	0.149189105596597	1
254	The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome	WP4320	Wikipathways	0.149189105596597	1
255	Complement Activation	WP545	Wikipathways	0.149189105596597	1
256	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	PWY-7211	HumanCyc	0.149189105596597	1
257	ADP signalling through P2Y purinoceptor 12	R-HSA-392170	Reactome	0.149189105596597	1
258	ERK/MAPK targets	R-HSA-198753	Reactome	0.149189105596597	1
259	Toll Like Receptor 9 (TLR9) Cascade	R-HSA-168138	Reactome	0.150577177443233	1
260	Renin-angiotensin system	path:hsa04614	KEGG	0.15541999019175	1
261	Histidine metabolism	path:hsa00340	KEGG	0.15541999019175	1
262	Glycolysis Pathway D (2)	WP4277	Wikipathways	0.15541999019175	1
263	Abortive elongation of HIV-1 transcript in the absence of Tat	R-HSA-167242	Reactome	0.15541999019175	1
264	Branched-chain amino acid catabolism	R-HSA-70895	Reactome	0.15541999019175	1
265	Laminin interactions	R-HSA-3000157	Reactome	0.15541999019175	1
266	Thromboxane signalling through TP receptor	R-HSA-428930	Reactome	0.15541999019175	1
267	mTORC1-mediated signalling	R-HSA-166208	Reactome	0.15541999019175	1
268	Adrenaline,noradrenaline inhibits insulin secretion	R-HSA-400042	Reactome	0.15541999019175	1
269	RIP-mediated NFkB activation via ZBP1	R-HSA-1810476	Reactome	0.15541999019175	1
270	Histidine degradation	None	INOH	0.15541999019175	1
271	Nicotinate Nicotinamide metabolism	None	INOH	0.15541999019175	1
272	caspase cascade in apoptosis	caspasepathway	BioCarta	0.15541999019175	1
273	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	Reactome	0.15541999019175	1
274	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	R-HSA-141444	Reactome	0.155671554772511	1
275	Amplification of signal from the kinetochores	R-HSA-141424	Reactome	0.155671554772511	1
276	Asparagine N-linked glycosylation	R-HSA-446203	Reactome	0.157082856292943	1
277	Toll Like Receptor 3 (TLR3) Cascade	R-HSA-168164	Reactome	0.158231271736943	1
278	CD4 T cell receptor signaling-NFkB cascade	None	INOH	0.158231271736943	1
279	MyD88:Mal cascade initiated on plasma membrane	R-HSA-166058	Reactome	0.158231271736943	1
280	Toll Like Receptor TLR1:TLR2 Cascade	R-HSA-168179	Reactome	0.158231271736943	1
281	Toll Like Receptor TLR6:TLR2 Cascade	R-HSA-168188	Reactome	0.158231271736943	1
282	Toll Like Receptor 2 (TLR2) Cascade	R-HSA-181438	Reactome	0.158231271736943	1
283	glycolysis	PWY66-400	HumanCyc	0.161605719968312	1
284	ADP signalling through P2Y purinoceptor 1	R-HSA-418592	Reactome	0.161605719968312	1
285	Pentose phosphate cycle	None	INOH	0.161605719968312	1
286	Disease	R-HSA-1643685	Reactome	0.167486188873946	1
287	Huntington disease	path:hsa05016	KEGG	0.167553990240464	1
288	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	R-HSA-2173796	Reactome	0.167746618704088	1
289	Nuclear Events (kinase and transcription factor activation)	R-HSA-198725	Reactome	0.167746618704088	1
290	NOTCH3 Activation and Transmission of Signal to the Nucleus	R-HSA-9013507	Reactome	0.167746618704088	1
291	Hedgehog	Pathway_Hedgehog	NetPath	0.167746618704088	1
292	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	R-HSA-997272	Reactome	0.167746618704088	1
293	TRP channels	R-HSA-3295583	Reactome	0.167746618704088	1
294	Activation of G protein gated Potassium channels	R-HSA-1296041	Reactome	0.167746618704088	1
295	G protein gated Potassium channels	R-HSA-1296059	Reactome	0.167746618704088	1
296	TRIF(TICAM1)-mediated TLR4 signaling 	R-HSA-937061	Reactome	0.168547787954731	1
297	MyD88-independent TLR4 cascade 	R-HSA-166166	Reactome	0.168547787954731	1
298	HIV Infection	R-HSA-162906	Reactome	0.171133722441502	1
299	UCH proteinases	R-HSA-5689603	Reactome	0.171145102031002	1
300	Transcriptional regulation by RUNX1	R-HSA-8878171	Reactome	0.172931964563548	1
301	Steatosis AOP	WP4011	Wikipathways	0.173843007880054	1
302	Twelve loci associated with ADHD	WP4475	Wikipathways	0.173843007880054	1
303	TRAF6 mediated NF-kB activation	R-HSA-933542	Reactome	0.173843007880054	1
304	Syndecan-3-mediated signaling events	syndecan_3_pathway	PID	0.173843007880054	1
305	RXR and RAR heterodimerization with other nuclear receptor	rxr_vdr_pathway	PID	0.173843007880054	1
306	Activation of gene expression by SREBF (SREBP)	R-HSA-2426168	Reactome	0.173843007880054	1
307	Vitamin B9 (folate) metabolism	Vitamin B9 (folate) metabolism	EHMN	0.173843007880054	1
308	RHO GTPase Effectors	R-HSA-195258	Reactome	0.17686495389324	1
309	Metabolism of nucleotides	R-HSA-15869	Reactome	0.178976872824877	1
310	Transport of inorganic cations/anions and amino acids/oligopeptides	R-HSA-425393	Reactome	0.178976872824877	1
311	FGFR2 alternative splicing	R-HSA-6803529	Reactome	0.179895206696479	1
312	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	R-HSA-167160	Reactome	0.179895206696479	1
313	ZBP1(DAI) mediated induction of type I IFNs	R-HSA-1606322	Reactome	0.179895206696479	1
314	RNA Pol II CTD phosphorylation and interaction with CE	R-HSA-77075	Reactome	0.179895206696479	1
315	Parathyroid hormone synthesis, secretion and action	path:hsa04928	KEGG	0.181599967069007	1
316	Transcriptional regulation by small RNAs	R-HSA-5578749	Reactome	0.181599967069007	1
317	Insulin resistance	path:hsa04931	KEGG	0.184228934606537	1
318	NoRC negatively regulates rRNA expression	R-HSA-427413	Reactome	0.184228934606537	1
319	Butanoate metabolism	path:hsa00650	KEGG	0.185903532088924	1
320	Phospholipid Biosynthesis	SMP00025	SMPDB	0.185903532088924	1
321	NOTCH-Ncore	None	Signalink	0.185903532088924	1
322	G-protein activation	R-HSA-202040	Reactome	0.185903532088924	1
323	Resolution of Sister Chromatid Cohesion	R-HSA-2500257	Reactome	0.189503601095826	1
324	Energy dependent regulation of mTOR by LKB1-AMPK	R-HSA-380972	Reactome	0.191868298744142	1
325	Interaction between L1 and Ankyrins	R-HSA-445095	Reactome	0.191868298744142	1
326	mRNA Capping	R-HSA-72086	Reactome	0.191868298744142	1
327	Negative epigenetic regulation of rRNA expression	R-HSA-5250941	Reactome	0.19214886298338	1
328	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	Reactome	0.197287628677277	1
329	Cholinergic synapse	path:hsa04725	KEGG	0.197454172582944	1
330	Phase II - Conjugation of compounds	R-HSA-156580	Reactome	0.197454172582944	1
331	Nicotinate and nicotinamide metabolism	path:hsa00760	KEGG	0.197789819115858	1
